,G,p1,p2,post,pre,x
1790,True,0.89,0.65,0,0,0
1791,True,0.89,0.65,0,0,0
1792,False,0.89,0.65,0,0,-1
1793,True,0.89,0.65,0,0,0
1794,True,0.89,0.65,0,0,0
1795,True,0.89,0.65,0,0,0
1796,True,0.89,0.65,0,0,0
1797,True,0.89,0.65,0,0,0
1798,True,0.89,0.65,0,0,0
1799,True,0.89,0.65,0,0,0
1800,True,0.89,0.65,0,0,0
1801,False,0.89,0.65,0,0,-1
1802,True,0.89,0.65,0,0,0
1803,True,0.89,0.65,0,0,0
1804,False,0.89,0.65,0,0,-1
1805,True,0.89,0.65,0,0,0
1806,True,0.89,0.65,0,0,0
1807,True,0.89,0.65,0,0,0
1808,True,0.89,0.65,0,0,0
1809,True,0.89,0.65,0,0,0
1810,True,0.89,0.65,0,0,0
1811,True,0.89,0.65,0,0,0
1812,True,0.89,0.65,0,0,0
1813,True,0.89,0.65,0,0,0
1814,True,0.89,0.65,0,0,0
1815,True,0.89,0.65,0,0,0
1816,False,0.89,0.65,0,0,-1
1817,True,0.89,0.65,0,0,0
1818,True,0.89,0.65,0,0,0
1819,True,0.89,0.65,0,0,0
1820,True,0.89,0.65,0,0,0
1821,True,0.89,0.65,0,0,0
1822,True,0.89,0.65,0,0,0
1823,True,0.89,0.65,0,0,0
1824,True,0.89,0.65,0,0,0
1825,True,0.89,0.65,0,0,0
1826,True,0.89,0.65,0,0,0
1827,True,0.89,0.65,0,0,0
1828,True,0.89,0.65,0,0,0
1829,True,0.89,0.65,0,0,0
1830,True,0.89,0.65,0,0,0
1831,True,0.89,0.65,0,0,0
1832,True,0.89,0.65,0,0,0
1833,True,0.89,0.65,0,0,0
1834,True,0.89,0.65,0,0,0
1835,True,0.89,0.65,0,0,0
1836,True,0.89,0.65,0,0,0
1837,True,0.89,0.65,0,0,0
1838,True,0.89,0.65,0,0,0
1839,True,0.89,0.65,0,0,0
1840,True,0.89,0.65,0,0,0
1841,False,0.89,0.65,1,1,1
1842,True,0.89,0.65,0,0,0
1843,True,0.89,0.65,0,0,0
1844,True,0.89,0.65,0,0,0
1845,False,0.89,0.65,0,0,-1
1846,False,0.89,0.65,1,1,1
1847,True,0.89,0.65,0,0,0
1848,True,0.89,0.65,0,0,0
1849,True,0.89,0.65,0,0,0
1850,False,0.89,0.65,0,0,-1
1851,True,0.89,0.65,0,0,0
1852,True,0.89,0.65,0,0,0
1853,True,0.89,0.65,0,0,0
1854,True,0.89,0.65,0,0,0
1855,True,0.89,0.65,0,0,0
1856,True,0.89,0.65,0,0,0
1857,True,0.89,0.65,0,0,0
1858,True,0.89,0.65,0,0,0
1859,True,0.89,0.65,0,0,0
1860,True,0.89,0.65,0,0,0
1861,False,0.89,0.65,0,0,-1
1862,True,0.89,0.65,0,0,0
1863,True,0.89,0.65,0,0,0
1864,True,0.89,0.65,0,0,0
1865,True,0.89,0.65,0,0,0
1866,True,0.89,0.65,0,0,0
1867,True,0.89,0.65,0,0,0
1868,True,0.89,0.65,0,0,0
1869,True,0.89,0.65,0,0,0
1870,True,0.89,0.65,0,0,0
1871,True,0.89,0.65,0,0,0
1872,False,0.89,0.65,1,1,1
1873,True,0.89,0.65,0,0,0
1874,False,0.89,0.65,1,1,1
1875,True,0.89,0.65,0,0,0
1876,True,0.89,0.65,0,0,0
1877,True,0.89,0.65,0,0,0
1878,True,0.89,0.65,0,0,0
1879,True,0.89,0.65,0,0,0
1880,True,0.89,0.65,0,0,0
1881,True,0.89,0.65,0,0,0
1882,True,0.89,0.65,0,0,0
1883,True,0.89,0.65,0,0,0
1884,True,0.89,0.65,0,0,0
1885,True,0.89,0.65,0,0,0
1886,True,0.89,0.65,0,0,0
1887,True,0.89,0.65,0,0,0
1888,False,0.89,0.65,0,0,-1
1889,False,0.89,0.65,1,1,1
1890,False,0.89,0.65,1,1,1
1891,True,0.89,0.65,0,0,0
1892,True,0.89,0.65,0,0,0
1893,True,0.89,0.65,0,0,0
1894,True,0.89,0.65,0,0,0
1895,True,0.89,0.65,0,0,0
1896,True,0.89,0.65,0,0,0
1897,False,0.89,0.65,1,1,1
1898,True,0.89,0.65,0,0,0
1899,True,0.89,0.65,0,0,0
1900,True,0.89,0.65,0,0,0
1901,False,0.89,0.65,0,0,-1
1902,True,0.89,0.65,0,0,0
1903,False,0.89,0.65,0,0,-1
1904,True,0.89,0.65,0,0,0
1905,True,0.89,0.65,0,0,0
1906,True,0.89,0.65,0,0,0
1907,True,0.89,0.65,0,0,0
1908,True,0.89,0.65,0,0,0
1909,True,0.89,0.65,0,0,0
1910,True,0.89,0.65,0,0,0
1911,True,0.89,0.65,0,0,0
1912,False,0.89,0.65,0,0,-1
1913,True,0.89,0.65,0,0,0
1914,True,0.89,0.65,0,0,0
1915,True,0.89,0.65,0,0,0
1916,True,0.89,0.65,0,0,0
1917,True,0.89,0.65,0,0,0
1918,True,0.89,0.65,0,0,0
1919,True,0.89,0.65,0,0,0
1920,True,0.89,0.65,0,0,0
1921,True,0.89,0.65,0,0,0
1922,True,0.89,0.65,0,0,0
1923,False,0.89,0.65,0,0,-1
1924,True,0.89,0.65,0,0,0
1925,False,0.89,0.65,1,1,1
1926,True,0.89,0.65,0,0,0
1927,False,0.89,0.65,1,1,1
1928,True,0.89,0.65,0,0,0
1929,True,0.89,0.65,0,0,0
1930,True,0.89,0.65,0,0,0
1931,True,0.89,0.65,0,0,0
1932,True,0.89,0.65,0,0,0
1933,True,0.89,0.65,0,0,0
1934,False,0.89,0.65,0,0,-1
1935,True,0.89,0.65,0,0,0
1936,True,0.89,0.65,0,0,0
1937,True,0.89,0.65,0,0,0
1938,True,0.89,0.65,0,0,0
1939,True,0.89,0.65,0,0,0
1940,True,0.89,0.65,0,0,0
1941,True,0.89,0.65,0,0,0
1942,True,0.89,0.65,0,0,0
1943,True,0.89,0.65,0,0,0
1944,True,0.89,0.65,0,0,0
1945,True,0.89,0.65,0,0,0
1946,True,0.89,0.65,0,0,0
1947,True,0.89,0.65,0,0,0
1948,True,0.89,0.65,0,0,0
1949,True,0.89,0.65,0,0,0
1950,True,0.89,0.65,0,0,0
1951,True,0.89,0.65,0,0,0
1952,True,0.89,0.65,0,0,0
1953,True,0.89,0.65,0,0,0
1954,True,0.89,0.65,0,0,0
1955,True,0.89,0.65,0,0,0
1956,True,0.89,0.65,0,0,0
1957,True,0.89,0.65,0,0,0
1958,True,0.89,0.65,0,0,0
1959,True,0.89,0.65,0,0,0
1960,False,0.89,0.65,1,1,1
1961,True,0.89,0.65,0,0,0
1962,True,0.89,0.65,0,0,0
1963,True,0.89,0.65,0,0,0
1964,False,0.89,0.65,0,0,-1
1965,True,0.89,0.65,0,0,0
1966,True,0.89,0.65,0,0,0
1967,True,0.89,0.65,0,0,0
1968,True,0.89,0.65,0,0,0
1969,True,0.89,0.65,0,0,0
1970,True,0.89,0.65,0,0,0
1971,True,0.89,0.65,0,0,0
1972,True,0.89,0.65,0,0,0
1973,False,0.89,0.65,0,0,-1
1974,True,0.89,0.65,0,0,0
1975,False,0.89,0.65,0,0,-1
1976,True,0.89,0.65,0,0,0
1977,True,0.89,0.65,0,0,0
1978,False,0.89,0.65,1,1,1
1979,True,0.89,0.65,0,0,0
1980,True,0.89,0.65,0,0,0
1981,True,0.89,0.65,0,0,0
1982,True,0.89,0.65,0,0,0
1983,True,0.89,0.65,0,0,0
1984,True,0.89,0.65,0,0,0
1985,True,0.89,0.65,0,0,0
1986,True,0.89,0.65,0,0,0
1987,True,0.89,0.65,0,0,0
1988,True,0.89,0.65,0,0,0
1989,True,0.89,0.65,0,0,0
1990,True,0.89,0.65,0,0,0
1991,True,0.89,0.65,0,0,0
1992,True,0.89,0.65,0,0,0
1993,True,0.89,0.65,0,0,0
1994,True,0.89,0.65,0,0,0
1995,True,0.89,0.65,0,0,0
1996,True,0.89,0.65,0,0,0
1997,True,0.89,0.65,0,0,0
1998,True,0.89,0.65,0,0,0
1999,True,0.89,0.65,0,0,0
2000,False,0.46,0.23,1,1,1
2001,True,0.46,0.23,0,0,0
2002,False,0.46,0.23,1,1,1
2003,False,0.46,0.23,1,1,1
2004,True,0.46,0.23,0,0,0
2005,True,0.46,0.23,0,0,0
2006,False,0.46,0.23,1,1,1
2007,False,0.46,0.23,1,1,1
2008,False,0.46,0.23,1,1,1
2009,False,0.46,0.23,1,1,1
2010,False,0.46,0.23,1,1,1
2011,False,0.46,0.23,1,1,1
2012,False,0.46,0.23,1,1,1
2013,False,0.46,0.23,1,1,1
2014,False,0.46,0.23,1,1,1
2015,True,0.46,0.23,0,0,0
2016,True,0.46,0.23,0,0,0
2017,False,0.46,0.23,1,1,1
2018,False,0.46,0.23,1,1,1
2019,True,0.46,0.23,0,0,0
2020,False,0.46,0.23,0,0,-1
2021,True,0.46,0.23,0,0,0
2022,True,0.46,0.23,0,0,0
2023,False,0.46,0.23,1,1,1
2024,True,0.46,0.23,0,0,0
2025,True,0.46,0.23,0,0,0
2026,False,0.46,0.23,1,1,1
2027,True,0.46,0.23,0,0,0
2028,True,0.46,0.23,0,0,0
2029,True,0.46,0.23,0,0,0
2030,False,0.46,0.23,1,1,1
2031,True,0.46,0.23,0,0,0
2032,False,0.46,0.23,1,1,1
2033,True,0.46,0.23,0,0,0
2034,True,0.46,0.23,0,0,0
2035,True,0.46,0.23,0,0,0
2036,True,0.46,0.23,0,0,0
2037,False,0.46,0.23,1,1,1
2038,False,0.46,0.23,1,1,1
2039,True,0.46,0.23,0,0,0
2040,True,0.46,0.23,0,0,0
2041,True,0.46,0.23,0,0,0
2042,False,0.46,0.23,1,1,1
2043,True,0.46,0.23,0,0,0
2044,True,0.46,0.23,0,0,0
2045,True,0.46,0.23,0,0,0
2046,False,0.46,0.23,0,0,-1
2047,False,0.46,0.23,1,1,1
2048,False,0.46,0.23,1,1,1
2049,True,0.46,0.23,0,0,0
2050,True,0.46,0.23,0,0,0
2051,False,0.46,0.23,1,1,1
2052,False,0.46,0.23,0,0,-1
2053,True,0.46,0.23,0,0,0
2054,True,0.46,0.23,0,0,0
2055,False,0.46,0.23,1,1,1
2056,False,0.46,0.23,1,1,1
2057,True,0.46,0.23,0,0,0
2058,False,0.46,0.23,1,1,1
2059,False,0.46,0.23,1,1,1
2060,True,0.46,0.23,0,0,0
2061,False,0.46,0.23,0,0,-1
2062,False,0.46,0.23,1,1,1
2063,True,0.46,0.23,0,0,0
2064,False,0.46,0.23,0,0,-1
2065,True,0.46,0.23,0,0,0
2066,True,0.46,0.23,0,0,0
2067,False,0.46,0.23,1,1,1
2068,False,0.46,0.23,1,1,1
2069,True,0.46,0.23,0,0,0
2070,False,0.46,0.23,1,1,1
2071,True,0.46,0.23,0,0,0
2072,False,0.46,0.23,0,0,-1
2073,True,0.46,0.23,0,0,0
2074,False,0.46,0.23,1,1,1
2075,False,0.46,0.23,1,1,1
2076,True,0.46,0.23,0,0,0
2077,False,0.46,0.23,1,1,1
2078,False,0.46,0.23,0,0,-1
2079,True,0.46,0.23,0,0,0
2080,True,0.46,0.23,0,0,0
2081,False,0.46,0.23,1,1,1
2082,False,0.46,0.23,1,1,1
2083,False,0.46,0.23,0,0,-1
2084,False,0.46,0.23,1,1,1
2085,True,0.46,0.23,0,0,0
2086,True,0.46,0.23,0,0,0
2087,False,0.46,0.23,1,1,1
2088,False,0.46,0.23,1,1,1
2089,False,0.46,0.23,0,0,-1
2090,True,0.46,0.23,0,0,0
2091,False,0.46,0.23,1,1,1
2092,False,0.46,0.23,1,1,1
2093,True,0.46,0.23,0,0,0
2094,False,0.46,0.23,1,1,1
2095,True,0.46,0.23,0,0,0
2096,False,0.46,0.23,1,1,1
2097,True,0.46,0.23,0,0,0
2098,True,0.46,0.23,0,0,0
2099,False,0.46,0.23,1,1,1
2100,True,0.46,0.23,0,0,0
2101,False,0.46,0.23,1,1,1
2102,False,0.46,0.23,0,0,-1
2103,False,0.46,0.23,1,1,1
2104,True,0.46,0.23,0,0,0
2105,True,0.46,0.23,0,0,0
2106,False,0.46,0.23,1,1,1
2107,False,0.46,0.23,1,1,1
2108,False,0.46,0.23,0,0,-1
2109,True,0.46,0.23,0,0,0
2110,True,0.46,0.23,0,0,0
2111,True,0.46,0.23,0,0,0
2112,True,0.46,0.23,0,0,0
2113,True,0.46,0.23,0,0,0
2114,True,0.46,0.23,0,0,0
2115,False,0.46,0.23,0,0,-1
2116,True,0.46,0.23,0,0,0
2117,False,0.46,0.23,1,1,1
2118,False,0.46,0.23,1,1,1
2119,True,0.46,0.23,0,0,0
2120,True,0.46,0.23,0,0,0
2121,False,0.46,0.23,1,1,1
2122,True,0.46,0.23,0,0,0
2123,False,0.46,0.23,0,0,-1
2124,True,0.46,0.23,0,0,0
2125,True,0.46,0.23,0,0,0
2126,True,0.46,0.23,0,0,0
2127,False,0.46,0.23,1,1,1
2128,True,0.46,0.23,0,0,0
2129,True,0.46,0.23,0,0,0
2130,False,0.46,0.23,1,1,1
2131,False,0.46,0.23,1,1,1
2132,True,0.46,0.23,0,0,0
2133,False,0.46,0.23,1,1,1
2134,True,0.46,0.23,0,0,0
2135,False,0.46,0.23,1,1,1
2136,False,0.46,0.23,1,1,1
2137,True,0.46,0.23,0,0,0
2138,False,0.46,0.23,1,1,1
2139,False,0.46,0.23,0,0,-1
2140,False,0.46,0.23,1,1,1
2141,False,0.46,0.23,1,1,1
2142,False,0.46,0.23,1,1,1
2143,False,0.46,0.23,0,0,-1
2144,True,0.46,0.23,0,0,0
2145,False,0.46,0.23,0,0,-1
2146,True,0.46,0.23,0,0,0
2147,False,0.46,0.23,0,0,-1
2148,True,0.46,0.23,0,0,0
2149,False,0.46,0.23,0,0,-1
2150,False,0.46,0.23,1,1,1
2151,False,0.46,0.23,1,1,1
2152,False,0.46,0.23,1,1,1
2153,True,0.46,0.23,0,0,0
2154,True,0.46,0.23,0,0,0
2155,False,0.46,0.23,1,1,1
2156,False,0.46,0.23,1,1,1
2157,True,0.46,0.23,0,0,0
2158,False,0.46,0.23,1,1,1
2159,True,0.46,0.23,0,0,0
2160,True,0.46,0.23,0,0,0
2161,True,0.46,0.23,0,0,0
2162,True,0.46,0.23,0,0,0
2163,False,0.46,0.23,1,1,1
2164,True,0.46,0.23,0,0,0
2165,True,0.46,0.23,0,0,0
2166,False,0.46,0.23,0,0,-1
2167,True,0.46,0.23,0,0,0
2168,False,0.46,0.23,1,1,1
2169,False,0.46,0.23,1,1,1
2170,True,0.46,0.23,0,0,0
2171,False,0.46,0.23,1,1,1
2172,False,0.46,0.23,1,1,1
2173,False,0.46,0.23,1,1,1
2174,True,0.46,0.23,0,0,0
2175,False,0.46,0.23,1,1,1
2176,False,0.46,0.23,1,1,1
2177,False,0.46,0.23,1,1,1
2178,False,0.46,0.23,1,1,1
2179,False,0.46,0.23,1,1,1
2180,False,0.46,0.23,1,1,1
2181,False,0.46,0.23,1,1,1
2182,True,0.46,0.23,0,0,0
2183,True,0.46,0.23,0,0,0
2184,False,0.46,0.23,1,1,1
2185,True,0.46,0.23,0,0,0
2186,True,0.46,0.23,0,0,0
2187,False,0.46,0.23,0,0,-1
2188,False,0.46,0.23,1,1,1
2189,False,0.46,0.23,1,1,1
2190,False,0.46,0.23,1,1,1
2191,False,0.46,0.23,1,1,1
2192,True,0.46,0.23,0,0,0
2193,True,0.46,0.23,0,0,0
2194,False,0.46,0.23,0,0,-1
2195,True,0.46,0.23,0,0,0
2196,False,0.46,0.23,0,0,-1
2197,True,0.46,0.23,0,0,0
2198,False,0.46,0.23,1,1,1
2199,True,0.46,0.23,0,0,0
2200,True,0.46,0.23,0,0,0
2201,True,0.46,0.23,0,0,0
2202,False,0.46,0.23,1,1,1
2203,True,0.46,0.23,0,0,0
2204,True,0.46,0.23,0,0,0
2205,False,0.46,0.23,1,1,1
2206,False,0.46,0.23,0,0,-1
2207,True,0.46,0.23,0,0,0
2208,False,0.46,0.23,1,1,1
2209,False,0.46,0.23,1,1,1
2210,True,0.46,0.23,0,0,0
2211,True,0.46,0.23,0,0,0
2212,True,0.46,0.23,0,0,0
2213,False,0.46,0.23,1,1,1
2214,True,0.46,0.23,0,0,0
2215,False,0.46,0.23,1,1,1
2216,False,0.46,0.23,0,0,-1
2217,False,0.46,0.23,0,0,-1
2218,False,0.46,0.23,1,1,1
2219,False,0.46,0.23,0,0,-1
2220,False,0.46,0.23,1,1,1
2221,False,0.46,0.23,1,1,1
2222,False,0.46,0.23,1,1,1
2223,True,0.46,0.23,0,0,0
2224,True,0.46,0.23,0,0,0
2225,False,0.46,0.23,1,1,1
2226,True,0.46,0.23,0,0,0
2227,False,0.46,0.23,1,1,1
2228,False,0.46,0.23,1,1,1
2229,False,0.46,0.23,0,0,-1
2230,True,0.46,0.23,0,0,0
2231,False,0.46,0.23,1,1,1
2232,True,0.46,0.23,0,0,0
2233,False,0.46,0.23,0,0,-1
2234,False,0.46,0.23,1,1,1
2235,False,0.46,0.23,1,1,1
2236,False,0.46,0.23,0,0,-1
2237,True,0.46,0.23,0,0,0
2238,False,0.46,0.23,1,1,1
2239,False,0.46,0.23,1,1,1
2240,False,0.46,0.23,0,0,-1
2241,True,0.46,0.23,0,0,0
2242,True,0.46,0.23,0,0,0
2243,True,0.46,0.23,0,0,0
2244,True,0.46,0.23,0,0,0
2245,False,0.46,0.23,1,1,1
2246,False,0.46,0.23,0,0,-1
2247,True,0.46,0.23,0,0,0
2248,False,0.46,0.23,0,0,-1
2249,True,0.46,0.23,0,0,0
2250,True,0.46,0.23,0,0,0
2251,False,0.46,0.23,1,1,1
2252,False,0.46,0.23,0,0,-1
2253,True,0.46,0.23,0,0,0
2254,False,0.46,0.23,1,1,1
2255,True,0.46,0.23,0,0,0
2256,True,0.46,0.23,0,0,0
2257,False,0.46,0.23,1,1,1
2258,True,0.46,0.23,0,0,0
2259,False,0.46,0.23,1,1,1
2260,True,0.46,0.23,0,0,0
2261,False,0.46,0.23,1,1,1
2262,False,0.46,0.23,1,1,1
2263,True,0.46,0.23,0,0,0
2264,True,0.46,0.23,0,0,0
2265,False,0.46,0.23,1,1,1
2266,False,0.46,0.23,0,0,-1
2267,False,0.46,0.23,1,1,1
2268,True,0.46,0.23,0,0,0
2269,False,0.46,0.23,1,1,1
2270,False,0.46,0.23,0,0,-1
2271,False,0.46,0.23,1,1,1
2272,False,0.46,0.23,1,1,1
2273,False,0.46,0.23,1,1,1
2274,False,0.46,0.23,1,1,1
2275,False,0.46,0.23,1,1,1
2276,False,0.46,0.23,1,1,1
2277,False,0.46,0.23,1,1,1
2278,False,0.46,0.23,1,1,1
2279,True,0.46,0.23,0,0,0
2280,False,0.46,0.23,1,1,1
2281,True,0.46,0.23,0,0,0
2282,False,0.46,0.23,1,1,1
2283,False,0.46,0.23,0,0,-1
2284,True,0.46,0.23,0,0,0
2285,True,0.46,0.23,0,0,0
2286,False,0.46,0.23,1,1,1
2287,False,0.46,0.23,1,1,1
2288,True,0.46,0.23,0,0,0
2289,True,0.46,0.23,0,0,0
2290,False,0.46,0.23,0,0,-1
2291,True,0.46,0.23,0,0,0
2292,True,0.46,0.23,0,0,0
2293,True,0.46,0.23,0,0,0
2294,True,0.46,0.23,0,0,0
2295,False,0.46,0.23,0,0,-1
2296,True,0.46,0.23,0,0,0
2297,True,0.46,0.23,0,0,0
2298,True,0.46,0.23,0,0,0
2299,True,0.46,0.23,0,0,0
2300,True,0.46,0.23,0,0,0
2301,False,0.46,0.23,1,1,1
2302,True,0.46,0.23,0,0,0
2303,True,0.46,0.23,0,0,0
2304,False,0.46,0.23,1,1,1
2305,False,0.46,0.23,1,1,1
2306,False,0.46,0.23,0,0,-1
2307,True,0.46,0.23,0,0,0
2308,False,0.46,0.23,0,0,-1
2309,True,0.46,0.23,0,0,0
2310,True,0.46,0.23,0,0,0
2311,True,0.46,0.23,0,0,0
2312,True,0.46,0.23,0,0,0
2313,False,0.46,0.23,1,1,1
2314,False,0.46,0.23,1,1,1
2315,False,0.46,0.23,1,1,1
2316,False,0.46,0.23,1,1,1
2317,False,0.46,0.23,1,1,1
2318,False,0.46,0.23,1,1,1
2319,False,0.46,0.23,1,1,1
2320,False,0.46,0.23,1,1,1
2321,True,0.46,0.23,0,0,0
2322,False,0.46,0.23,1,1,1
2323,False,0.46,0.23,1,1,1
2324,False,0.46,0.23,1,1,1
2325,False,0.46,0.23,1,1,1
2326,False,0.46,0.23,0,0,-1
2327,True,0.46,0.23,0,0,0
2328,True,0.46,0.23,0,0,0
2329,True,0.46,0.23,0,0,0
2330,True,0.46,0.23,0,0,0
2331,True,0.46,0.23,0,0,0
2332,True,0.46,0.23,0,0,0
2333,True,0.46,0.23,0,0,0
2334,True,0.46,0.23,0,0,0
2335,True,0.46,0.23,0,0,0
2336,True,0.46,0.23,0,0,0
2337,True,0.46,0.23,0,0,0
2338,True,0.46,0.23,0,0,0
2339,False,0.46,0.23,1,1,1
2340,False,0.46,0.23,0,0,-1
2341,True,0.46,0.23,0,0,0
2342,True,0.46,0.23,0,0,0
2343,True,0.46,0.23,0,0,0
2344,False,0.46,0.23,1,1,1
2345,False,0.46,0.23,1,1,1
2346,False,0.46,0.23,1,1,1
2347,False,0.46,0.23,1,1,1
2348,True,0.46,0.23,0,0,0
2349,False,0.46,0.23,1,1,1
2350,False,0.46,0.23,1,1,1
2351,False,0.46,0.23,1,1,1
2352,True,0.46,0.23,0,0,0
2353,False,0.46,0.23,1,1,1
2354,False,0.46,0.23,1,1,1
2355,False,0.46,0.23,1,1,1
2356,False,0.46,0.23,0,0,-1
2357,False,0.46,0.23,0,0,-1
2358,True,0.46,0.23,0,0,0
2359,True,0.46,0.23,0,0,0
2360,True,0.46,0.23,0,0,0
2361,True,0.46,0.23,0,0,0
2362,False,0.46,0.23,1,1,1
2363,True,0.46,0.23,0,0,0
2364,False,0.46,0.23,0,0,-1
2365,False,0.46,0.23,1,1,1
2366,True,0.46,0.23,0,0,0
2367,False,0.46,0.23,0,0,-1
2368,True,0.46,0.23,0,0,0
2369,True,0.46,0.23,0,0,0
2370,False,0.46,0.23,0,0,-1
2371,True,0.46,0.23,0,0,0
2372,False,0.46,0.23,0,0,-1
2373,True,0.46,0.23,0,0,0
2374,False,0.46,0.23,1,1,1
2375,False,0.46,0.23,1,1,1
2376,False,0.46,0.23,1,1,1
2377,False,0.46,0.23,1,1,1
2378,True,0.46,0.23,0,0,0
2379,True,0.46,0.23,0,0,0
2380,True,0.46,0.23,0,0,0
2381,True,0.46,0.23,0,0,0
2382,True,0.46,0.23,0,0,0
2383,False,0.46,0.23,0,0,-1
2384,False,0.46,0.23,1,1,1
2385,False,0.46,0.23,1,1,1
2386,False,0.46,0.23,1,1,1
2387,True,0.46,0.23,0,0,0
2388,True,0.46,0.23,0,0,0
2389,False,0.46,0.23,1,1,1
2390,True,0.46,0.23,0,0,0
2391,True,0.46,0.23,0,0,0
2392,False,0.46,0.23,1,1,1
2393,True,0.46,0.23,0,0,0
2394,True,0.46,0.23,0,0,0
2395,False,0.46,0.23,1,1,1
2396,True,0.46,0.23,0,0,0
2397,True,0.46,0.23,0,0,0
2398,True,0.46,0.23,0,0,0
2399,False,0.46,0.23,1,1,1
2400,True,0.46,0.23,0,0,0
2401,True,0.46,0.23,0,0,0
2402,False,0.46,0.23,0,0,-1
2403,False,0.46,0.23,1,1,1
2404,True,0.46,0.23,0,0,0
2405,False,0.46,0.23,1,1,1
2406,False,0.46,0.23,0,0,-1
2407,True,0.46,0.23,0,0,0
2408,True,0.46,0.23,0,0,0
2409,False,0.46,0.23,1,1,1
2410,True,0.46,0.23,0,0,0
2411,True,0.46,0.23,0,0,0
2412,True,0.46,0.23,0,0,0
2413,False,0.46,0.23,1,1,1
2414,True,0.46,0.23,0,0,0
2415,False,0.46,0.23,0,0,-1
2416,True,0.46,0.23,0,0,0
2417,False,0.46,0.23,1,1,1
2418,True,0.46,0.23,0,0,0
2419,True,0.46,0.23,0,0,0
2420,False,0.46,0.23,1,1,1
2421,False,0.46,0.23,1,1,1
2422,True,0.46,0.23,0,0,0
2423,False,0.46,0.23,1,1,1
2424,True,0.46,0.23,0,0,0
2425,True,0.46,0.23,0,0,0
2426,False,0.46,0.23,0,0,-1
2427,True,0.46,0.23,0,0,0
2428,False,0.46,0.23,1,1,1
2429,True,0.46,0.23,0,0,0
2430,False,0.46,0.23,1,1,1
2431,True,0.46,0.23,0,0,0
2432,False,0.46,0.23,1,1,1
2433,False,0.46,0.23,1,1,1
2434,True,0.46,0.23,0,0,0
2435,True,0.46,0.23,0,0,0
2436,False,0.46,0.23,1,1,1
2437,True,0.46,0.23,0,0,0
2438,False,0.46,0.23,1,1,1
2439,False,0.46,0.23,1,1,1
2440,True,0.46,0.23,0,0,0
2441,False,0.46,0.23,1,1,1
2442,True,0.46,0.23,0,0,0
2443,True,0.46,0.23,0,0,0
2444,True,0.46,0.23,0,0,0
2445,True,0.46,0.23,0,0,0
2446,True,0.46,0.23,0,0,0
2447,True,0.46,0.23,0,0,0
2448,False,0.46,0.23,0,0,-1
2449,True,0.46,0.23,0,0,0
2450,True,0.46,0.23,0,0,0
2451,False,0.46,0.23,0,0,-1
2452,False,0.46,0.23,1,1,1
2453,True,0.46,0.23,0,0,0
2454,True,0.46,0.23,0,0,0
2455,False,0.46,0.23,1,1,1
2456,False,0.46,0.23,0,0,-1
2457,True,0.46,0.23,0,0,0
2458,False,0.46,0.23,1,1,1
2459,False,0.46,0.23,1,1,1
2460,False,0.46,0.23,1,1,1
2461,False,0.46,0.23,1,1,1
2462,False,0.46,0.23,1,1,1
2463,True,0.46,0.23,0,0,0
2464,False,0.46,0.23,1,1,1
2465,True,0.46,0.23,0,0,0
2466,True,0.46,0.23,0,0,0
2467,True,0.46,0.23,0,0,0
2468,False,0.46,0.23,0,0,-1
2469,False,0.46,0.23,1,1,1
2470,False,0.46,0.23,1,1,1
2471,True,0.46,0.23,0,0,0
2472,False,0.46,0.23,0,0,-1
2473,False,0.46,0.23,0,0,-1
2474,True,0.46,0.23,0,0,0
2475,False,0.46,0.23,0,0,-1
2476,False,0.46,0.23,1,1,1
2477,True,0.46,0.23,0,0,0
2478,False,0.46,0.23,1,1,1
2479,True,0.46,0.23,0,0,0
2480,True,0.46,0.23,0,0,0
2481,True,0.46,0.23,0,0,0
2482,False,0.46,0.23,1,1,1
2483,True,0.46,0.23,0,0,0
2484,False,0.46,0.23,1,1,1
2485,True,0.46,0.23,0,0,0
2486,True,0.46,0.23,0,0,0
2487,False,0.46,0.23,0,0,-1
2488,True,0.46,0.23,0,0,0
2489,True,0.46,0.23,0,0,0
2490,True,0.46,0.23,0,0,0
2491,False,0.46,0.23,1,1,1
2492,True,0.46,0.23,0,0,0
2493,True,0.46,0.23,0,0,0
2494,False,0.46,0.23,1,1,1
2495,True,0.46,0.23,0,0,0
2496,False,0.46,0.23,1,1,1
2497,True,0.46,0.23,0,0,0
2498,True,0.46,0.23,0,0,0
2499,True,0.46,0.23,0,0,0
2500,False,0.29,0.55,0,0,-1
2501,False,0.29,0.55,1,1,1
2502,False,0.29,0.55,0,0,-1
2503,False,0.29,0.55,1,1,1
2504,False,0.29,0.55,1,1,1
2505,False,0.29,0.55,0,0,-1
2506,True,0.29,0.55,0,0,0
2507,False,0.29,0.55,0,0,-1
2508,True,0.29,0.55,0,0,0
2509,True,0.29,0.55,0,0,0
2510,False,0.29,0.55,1,1,1
2511,False,0.29,0.55,1,1,1
2512,True,0.29,0.55,0,0,0
2513,False,0.29,0.55,1,1,1
2514,False,0.29,0.55,0,0,-1
2515,False,0.29,0.55,0,0,-1
2516,False,0.29,0.55,0,0,-1
2517,True,0.29,0.55,0,0,0
2518,True,0.29,0.55,0,0,0
2519,True,0.29,0.55,0,0,0
2520,True,0.29,0.55,0,0,0
