,G,p,post,pre,x,y
9083,True,0.83,1,0.5,1,1
9084,True,0.83,1,0.5,1,1
9085,False,0.83,0,0.0,0,1
9086,True,0.83,1,0.5,1,1
9087,False,0.83,1,0.0,1,0
9088,True,0.83,1,0.5,1,1
9089,True,0.83,1,0.5,1,1
9090,False,0.83,0,0.0,0,1
9091,True,0.83,1,0.5,1,1
9092,True,0.83,1,0.5,1,1
9093,False,0.83,0,0.0,0,1
9094,True,0.83,1,0.5,1,1
9095,True,0.83,1,0.5,1,1
9096,True,0.83,1,0.5,1,1
9097,True,0.83,1,0.5,1,1
9098,True,0.83,1,0.5,1,1
9099,True,0.83,1,0.5,1,1
9100,True,0.83,1,0.5,1,1
9101,True,0.83,1,0.5,1,1
9102,True,0.83,1,0.5,1,1
9103,True,0.83,1,0.5,1,1
9104,True,0.83,1,0.5,1,1
9105,False,0.83,0,0.0,0,1
9106,True,0.83,1,0.5,1,1
9107,True,0.83,1,0.5,1,1
9108,False,0.83,0,0.0,0,1
9109,True,0.83,1,0.5,1,1
9110,True,0.83,1,0.5,1,1
9111,True,0.83,1,0.5,1,1
9112,True,0.83,1,0.5,1,1
9113,False,0.83,0,0.0,0,1
9114,True,0.83,1,0.5,1,1
9115,True,0.83,1,0.5,1,1
9116,True,0.83,1,0.5,1,1
9117,True,0.83,1,0.5,1,1
9118,True,0.83,1,0.5,1,1
9119,True,0.83,1,0.5,1,1
9120,True,0.83,1,0.5,1,1
9121,True,0.83,1,0.5,1,1
9122,True,0.83,1,0.5,1,1
9123,True,0.83,1,0.5,1,1
9124,False,0.83,1,0.0,1,0
9125,True,0.83,1,0.5,1,1
9126,True,0.83,1,0.5,1,1
9127,True,0.83,1,0.5,1,1
9128,True,0.83,1,0.5,1,1
9129,True,0.83,1,0.5,1,1
9130,True,0.83,1,0.5,1,1
9131,True,0.83,1,0.5,1,1
9132,True,0.83,1,0.5,1,1
9133,True,0.83,1,0.5,1,1
9134,True,0.83,1,0.5,1,1
9135,True,0.83,1,0.5,1,1
9136,False,0.83,0,0.0,0,1
9137,False,0.83,0,0.0,0,1
9138,True,0.83,1,0.5,1,1
9139,True,0.83,1,0.5,1,1
9140,True,0.83,1,0.5,1,1
9141,True,0.83,1,0.5,1,1
9142,True,0.83,0,0.5,0,0
9143,True,0.83,1,0.5,1,1
9144,True,0.83,1,0.5,1,1
9145,True,0.83,1,0.5,1,1
9146,True,0.83,1,0.5,1,1
9147,False,0.83,0,0.0,0,1
9148,True,0.83,1,0.5,1,1
9149,True,0.83,1,0.5,1,1
9150,True,0.83,1,0.5,1,1
9151,True,0.83,1,0.5,1,1
9152,False,0.83,1,0.0,1,0
9153,True,0.83,1,0.5,1,1
9154,True,0.83,1,0.5,1,1
9155,True,0.83,1,0.5,1,1
9156,True,0.83,1,0.5,1,1
9157,True,0.83,1,0.5,1,1
9158,False,0.83,0,0.0,0,1
9159,True,0.83,1,0.5,1,1
9160,True,0.83,1,0.5,1,1
9161,True,0.83,1,0.5,1,1
9162,True,0.83,1,0.5,1,1
9163,False,0.83,0,0.0,0,1
9164,True,0.83,1,0.5,1,1
9165,False,0.83,1,0.0,1,0
9166,True,0.83,1,0.5,1,1
9167,False,0.83,1,0.0,1,0
9168,False,0.83,0,0.0,0,1
9169,False,0.83,0,0.0,0,1
9170,True,0.83,1,0.5,1,1
9171,True,0.83,1,0.5,1,1
9172,True,0.83,1,0.5,1,1
9173,True,0.83,1,0.5,1,1
9174,False,0.83,0,0.0,0,1
9175,True,0.83,1,0.5,1,1
9176,True,0.83,1,0.5,1,1
9177,True,0.83,1,0.5,1,1
9178,True,0.83,1,0.5,1,1
9179,False,0.83,0,0.0,0,1
9180,True,0.83,1,0.5,1,1
9181,False,0.83,0,0.0,0,1
9182,False,0.83,1,0.0,1,0
9183,False,0.83,1,0.0,1,0
9184,True,0.83,1,0.5,1,1
9185,True,0.83,1,0.5,1,1
9186,False,0.83,1,0.0,1,0
9187,True,0.83,1,0.5,1,1
9188,True,0.83,1,0.5,1,1
9189,True,0.83,1,0.5,1,1
9190,True,0.83,1,0.5,1,1
9191,False,0.83,0,0.0,0,1
9192,False,0.83,1,0.0,1,0
9193,False,0.83,1,0.0,1,0
9194,True,0.83,1,0.5,1,1
9195,True,0.83,1,0.5,1,1
9196,True,0.83,1,0.5,1,1
9197,False,0.83,1,0.0,1,0
9198,False,0.83,0,0.0,0,1
9199,True,0.83,1,0.5,1,1
9200,False,0.83,0,0.0,0,1
9201,False,0.83,1,0.0,1,0
9202,False,0.83,1,0.0,1,0
9203,True,0.83,1,0.5,1,1
9204,True,0.83,1,0.5,1,1
9205,True,0.83,1,0.5,1,1
9206,False,0.83,0,0.0,0,1
9207,False,0.83,1,0.0,1,0
9208,True,0.83,1,0.5,1,1
9209,True,0.83,1,0.5,1,1
9210,True,0.83,1,0.5,1,1
9211,True,0.83,1,0.5,1,1
9212,False,0.83,0,0.0,0,1
9213,False,0.83,1,0.0,1,0
9214,False,0.83,1,0.0,1,0
9215,True,0.83,1,0.5,1,1
9216,False,0.83,0,0.0,0,1
9217,False,0.83,0,0.0,0,1
9218,False,0.83,0,0.0,0,1
9219,True,0.83,1,0.5,1,1
9220,False,0.83,1,0.0,1,0
9221,True,0.83,1,0.5,1,1
9222,True,0.83,1,0.5,1,1
9223,True,0.83,1,0.5,1,1
9224,True,0.83,1,0.5,1,1
9225,False,0.83,0,0.0,0,1
9226,True,0.83,1,0.5,1,1
9227,True,0.83,1,0.5,1,1
9228,False,0.83,1,0.0,1,0
9229,True,0.83,1,0.5,1,1
9230,True,0.83,1,0.5,1,1
9231,False,0.83,1,0.0,1,0
9232,False,0.83,1,0.0,1,0
9233,True,0.83,1,0.5,1,1
9234,True,0.83,1,0.5,1,1
9235,False,0.83,0,0.0,0,1
9236,True,0.83,1,0.5,1,1
9237,True,0.83,1,0.5,1,1
9238,True,0.83,1,0.5,1,1
9239,True,0.83,1,0.5,1,1
9240,True,0.83,1,0.5,1,1
9241,False,0.83,0,0.0,0,1
9242,True,0.83,1,0.5,1,1
9243,False,0.83,0,0.0,0,1
9244,True,0.83,1,0.5,1,1
9245,False,0.83,1,0.0,1,0
9246,False,0.83,1,0.0,1,0
9247,True,0.83,1,0.5,1,1
9248,True,0.83,1,0.5,1,1
9249,False,0.83,0,0.0,0,1
9250,True,0.83,0,0.5,0,0
9251,True,0.83,1,0.5,1,1
9252,False,0.83,0,0.0,0,1
9253,False,0.83,1,0.0,1,0
9254,True,0.83,1,0.5,1,1
9255,True,0.83,1,0.5,1,1
9256,False,0.83,0,0.0,0,1
9257,False,0.83,1,0.0,1,0
9258,True,0.83,1,0.5,1,1
9259,True,0.83,1,0.5,1,1
9260,True,0.83,1,0.5,1,1
9261,True,0.83,1,0.5,1,1
9262,True,0.83,1,0.5,1,1
9263,True,0.83,1,0.5,1,1
9264,False,0.83,0,0.0,0,1
9265,False,0.83,0,0.0,0,1
9266,True,0.83,1,0.5,1,1
9267,True,0.83,1,0.5,1,1
9268,True,0.83,1,0.5,1,1
9269,True,0.83,1,0.5,1,1
9270,True,0.83,1,0.5,1,1
9271,True,0.83,1,0.5,1,1
9272,True,0.83,1,0.5,1,1
9273,False,0.83,1,0.0,1,0
9274,False,0.83,1,0.0,1,0
9275,False,0.83,1,0.0,1,0
9276,True,0.83,1,0.5,1,1
9277,False,0.83,0,0.0,0,1
9278,True,0.83,1,0.5,1,1
9279,True,0.83,0,0.5,0,0
9280,True,0.83,1,0.5,1,1
9281,True,0.83,1,0.5,1,1
9282,True,0.83,1,0.5,1,1
9283,True,0.83,1,0.5,1,1
9284,False,0.83,1,0.0,1,0
9285,True,0.83,1,0.5,1,1
9286,True,0.83,1,0.5,1,1
9287,True,0.83,1,0.5,1,1
9288,True,0.83,1,0.5,1,1
9289,True,0.83,1,0.5,1,1
9290,True,0.83,1,0.5,1,1
9291,True,0.83,1,0.5,1,1
9292,True,0.83,1,0.5,1,1
9293,True,0.83,1,0.5,1,1
9294,True,0.83,1,0.5,1,1
9295,True,0.83,0,0.5,0,0
9296,True,0.83,1,0.5,1,1
9297,True,0.83,1,0.5,1,1
9298,True,0.83,1,0.5,1,1
9299,False,0.83,1,0.0,1,0
9300,False,0.83,0,0.0,0,1
9301,False,0.83,0,0.0,0,1
9302,True,0.83,1,0.5,1,1
9303,False,0.83,0,0.0,0,1
9304,False,0.83,1,0.0,1,0
9305,True,0.83,1,0.5,1,1
9306,True,0.83,1,0.5,1,1
9307,False,0.83,1,0.0,1,0
9308,False,0.83,1,0.0,1,0
9309,True,0.83,1,0.5,1,1
9310,True,0.83,1,0.5,1,1
9311,True,0.83,1,0.5,1,1
9312,False,0.83,0,0.0,0,1
9313,True,0.83,1,0.5,1,1
9314,True,0.83,1,0.5,1,1
9315,True,0.83,1,0.5,1,1
9316,False,0.83,0,0.0,0,1
9317,True,0.83,1,0.5,1,1
9318,True,0.83,1,0.5,1,1
9319,False,0.83,0,0.0,0,1
9320,True,0.83,1,0.5,1,1
9321,True,0.83,1,0.5,1,1
9322,True,0.83,1,0.5,1,1
9323,False,0.83,0,0.0,0,1
9324,True,0.83,1,0.5,1,1
9325,True,0.83,1,0.5,1,1
9326,False,0.83,1,0.0,1,0
9327,False,0.83,0,0.0,0,1
9328,True,0.83,1,0.5,1,1
9329,True,0.83,0,0.5,0,0
9330,False,0.83,1,0.0,1,0
9331,True,0.83,1,0.5,1,1
9332,True,0.83,1,0.5,1,1
9333,True,0.83,1,0.5,1,1
9334,True,0.83,1,0.5,1,1
9335,True,0.83,1,0.5,1,1
9336,True,0.83,1,0.5,1,1
9337,True,0.83,1,0.5,1,1
9338,False,0.83,0,0.0,0,1
9339,False,0.83,1,0.0,1,0
9340,False,0.83,1,0.0,1,0
9341,True,0.83,1,0.5,1,1
9342,True,0.83,1,0.5,1,1
9343,False,0.83,0,0.0,0,1
9344,True,0.83,1,0.5,1,1
9345,True,0.83,1,0.5,1,1
9346,True,0.83,1,0.5,1,1
9347,False,0.83,0,0.0,0,1
9348,True,0.83,1,0.5,1,1
9349,True,0.83,1,0.5,1,1
9350,True,0.83,1,0.5,1,1
9351,True,0.83,1,0.5,1,1
9352,False,0.83,0,0.0,0,1
9353,True,0.83,1,0.5,1,1
9354,True,0.83,1,0.5,1,1
9355,True,0.83,1,0.5,1,1
9356,True,0.83,1,0.5,1,1
9357,True,0.83,1,0.5,1,1
9358,False,0.83,1,0.0,1,0
9359,True,0.83,1,0.5,1,1
9360,True,0.83,1,0.5,1,1
9361,False,0.83,0,0.0,0,1
9362,True,0.83,1,0.5,1,1
9363,True,0.83,1,0.5,1,1
9364,False,0.83,0,0.0,0,1
9365,False,0.83,1,0.0,1,0
9366,False,0.83,0,0.0,0,1
9367,False,0.83,1,0.0,1,0
9368,True,0.83,1,0.5,1,1
9369,True,0.83,1,0.5,1,1
9370,False,0.83,1,0.0,1,0
9371,True,0.83,1,0.5,1,1
9372,True,0.83,1,0.5,1,1
9373,True,0.83,1,0.5,1,1
9374,False,0.83,0,0.0,0,1
9375,False,0.83,1,0.0,1,0
9376,False,0.83,0,0.0,0,1
9377,True,0.83,1,0.5,1,1
9378,False,0.83,1,0.0,1,0
9379,True,0.83,1,0.5,1,1
9380,True,0.83,0,0.5,0,0
9381,True,0.83,1,0.5,1,1
9382,True,0.83,1,0.5,1,1
9383,True,0.83,1,0.5,1,1
9384,True,0.83,1,0.5,1,1
9385,True,0.83,1,0.5,1,1
9386,True,0.83,1,0.5,1,1
9387,False,0.83,0,0.0,0,1
9388,False,0.83,0,0.0,0,1
9389,True,0.83,1,0.5,1,1
9390,False,0.83,1,0.0,1,0
9391,True,0.83,1,0.5,1,1
9392,False,0.83,0,0.0,0,1
9393,True,0.83,1,0.5,1,1
9394,False,0.83,1,0.0,1,0
9395,True,0.83,1,0.5,1,1
9396,False,0.83,0,0.0,0,1
9397,False,0.83,1,0.0,1,0
9398,True,0.83,1,0.5,1,1
9399,False,0.83,0,0.0,0,1
9400,True,0.83,1,0.5,1,1
9401,False,0.83,0,0.0,0,1
9402,True,0.83,1,0.5,1,1
9403,True,0.83,1,0.5,1,1
9404,True,0.83,1,0.5,1,1
9405,True,0.83,1,0.5,1,1
9406,False,0.83,1,0.0,1,0
9407,True,0.83,1,0.5,1,1
9408,True,0.83,1,0.5,1,1
9409,True,0.83,1,0.5,1,1
9410,True,0.83,1,0.5,1,1
9411,False,0.83,1,0.0,1,0
9412,True,0.83,1,0.5,1,1
9413,True,0.83,1,0.5,1,1
9414,True,0.83,1,0.5,1,1
9415,True,0.83,1,0.5,1,1
9416,True,0.83,1,0.5,1,1
9417,True,0.83,1,0.5,1,1
9418,True,0.83,1,0.5,1,1
9419,True,0.83,1,0.5,1,1
9420,True,0.83,0,0.5,0,0
9421,True,0.83,1,0.5,1,1
9422,True,0.83,1,0.5,1,1
9423,True,0.83,1,0.5,1,1
9424,False,0.83,1,0.0,1,0
9425,True,0.83,1,0.5,1,1
9426,False,0.83,1,0.0,1,0
9427,False,0.83,0,0.0,0,1
9428,False,0.83,1,0.0,1,0
9429,False,0.83,0,0.0,0,1
9430,True,0.83,0,0.5,0,0
9431,True,0.83,1,0.5,1,1
9432,True,0.83,1,0.5,1,1
9433,False,0.83,1,0.0,1,0
9434,True,0.83,1,0.5,1,1
9435,True,0.83,1,0.5,1,1
9436,False,0.83,1,0.0,1,0
9437,False,0.83,0,0.0,0,1
9438,True,0.83,0,0.5,0,0
9439,True,0.83,1,0.5,1,1
9440,True,0.83,1,0.5,1,1
9441,False,0.83,0,0.0,0,1
9442,True,0.83,1,0.5,1,1
9443,True,0.83,1,0.5,1,1
9444,False,0.83,1,0.0,1,0
9445,True,0.83,1,0.5,1,1
9446,True,0.83,1,0.5,1,1
9447,True,0.83,1,0.5,1,1
9448,True,0.83,0,0.5,0,0
9449,True,0.83,1,0.5,1,1
9450,False,0.83,1,0.0,1,0
9451,True,0.83,0,0.5,0,0
9452,True,0.83,1,0.5,1,1
9453,True,0.83,1,0.5,1,1
9454,True,0.83,1,0.5,1,1
9455,False,0.83,0,0.0,0,1
9456,True,0.83,1,0.5,1,1
9457,True,0.83,1,0.5,1,1
9458,True,0.83,1,0.5,1,1
9459,True,0.83,1,0.5,1,1
9460,True,0.83,1,0.5,1,1
9461,True,0.83,1,0.5,1,1
9462,True,0.83,1,0.5,1,1
9463,True,0.83,0,0.5,0,0
9464,True,0.83,1,0.5,1,1
9465,True,0.83,1,0.5,1,1
9466,False,0.83,1,0.0,1,0
9467,True,0.83,1,0.5,1,1
9468,True,0.83,1,0.5,1,1
9469,True,0.83,1,0.5,1,1
9470,True,0.83,1,0.5,1,1
9471,True,0.83,1,0.5,1,1
9472,True,0.83,1,0.5,1,1
9473,True,0.83,1,0.5,1,1
9474,True,0.83,1,0.5,1,1
9475,False,0.83,1,0.0,1,0
9476,True,0.83,1,0.5,1,1
9477,True,0.83,1,0.5,1,1
9478,False,0.83,0,0.0,0,1
9479,False,0.83,0,0.0,0,1
9480,True,0.83,1,0.5,1,1
9481,True,0.83,1,0.5,1,1
9482,True,0.83,0,0.5,0,0
9483,True,0.83,1,0.5,1,1
9484,True,0.83,1,0.5,1,1
9485,True,0.83,1,0.5,1,1
9486,True,0.83,0,0.5,0,0
9487,False,0.83,1,0.0,1,0
9488,False,0.83,0,0.0,0,1
9489,True,0.83,1,0.5,1,1
9490,False,0.83,0,0.0,0,1
9491,True,0.83,1,0.5,1,1
9492,False,0.83,1,0.0,1,0
9493,True,0.83,1,0.5,1,1
9494,False,0.83,0,0.0,0,1
9495,True,0.83,1,0.5,1,1
9496,True,0.83,1,0.5,1,1
9497,False,0.83,1,0.0,1,0
9498,False,0.83,0,0.0,0,1
9499,True,0.83,1,0.5,1,1
9500,True,0.24,0,0.5,0,0
9501,True,0.24,0,0.5,0,0
9502,True,0.24,0,0.5,0,0
9503,True,0.24,0,0.5,0,0
9504,True,0.24,0,0.5,0,0
9505,True,0.24,0,0.5,0,0
9506,False,0.24,0,0.0,0,1
9507,True,0.24,0,0.5,0,0
9508,False,0.24,0,0.0,0,1
9509,True,0.24,0,0.5,0,0
9510,False,0.24,1,0.0,1,0
9511,True,0.24,0,0.5,0,0
9512,True,0.24,0,0.5,0,0
9513,False,0.24,0,0.0,0,1
9514,True,0.24,1,0.5,1,1
9515,True,0.24,0,0.5,0,0
9516,True,0.24,0,0.5,0,0
9517,True,0.24,0,0.5,0,0
9518,True,0.24,1,0.5,1,1
9519,True,0.24,0,0.5,0,0
9520,False,0.24,1,0.0,1,0
9521,True,0.24,0,0.5,0,0
9522,False,0.24,1,0.0,1,0
9523,False,0.24,1,0.0,1,0
9524,False,0.24,0,0.0,0,1
9525,False,0.24,1,0.0,1,0
9526,False,0.24,0,0.0,0,1
9527,False,0.24,0,0.0,0,1
9528,False,0.24,0,0.0,0,1
9529,False,0.24,1,0.0,1,0
9530,True,0.24,0,0.5,0,0
9531,False,0.24,1,0.0,1,0
9532,True,0.24,0,0.5,0,0
9533,True,0.24,0,0.5,0,0
9534,True,0.24,0,0.5,0,0
9535,True,0.24,0,0.5,0,0
9536,False,0.24,1,0.0,1,0
9537,True,0.24,0,0.5,0,0
9538,False,0.24,0,0.0,0,1
9539,False,0.24,1,0.0,1,0
9540,False,0.24,1,0.0,1,0
9541,False,0.24,0,0.0,0,1
9542,False,0.24,1,0.0,1,0
9543,True,0.24,0,0.5,0,0
9544,True,0.24,0,0.5,0,0
9545,False,0.24,1,0.0,1,0
9546,True,0.24,0,0.5,0,0
9547,True,0.24,0,0.5,0,0
9548,True,0.24,0,0.5,0,0
9549,False,0.24,1,0.0,1,0
9550,True,0.24,0,0.5,0,0
9551,True,0.24,0,0.5,0,0
9552,True,0.24,0,0.5,0,0
9553,False,0.24,0,0.0,0,1
9554,True,0.24,0,0.5,0,0
9555,True,0.24,0,0.5,0,0
9556,True,0.24,1,0.5,1,1
9557,True,0.24,0,0.5,0,0
9558,True,0.24,0,0.5,0,0
9559,False,0.24,0,0.0,0,1
9560,False,0.24,1,0.0,1,0
9561,True,0.24,0,0.5,0,0
9562,True,0.24,0,0.5,0,0
9563,True,0.24,0,0.5,0,0
9564,False,0.24,1,0.0,1,0
9565,False,0.24,0,0.0,0,1
9566,False,0.24,0,0.0,0,1
9567,False,0.24,0,0.0,0,1
9568,False,0.24,1,0.0,1,0
9569,True,0.24,0,0.5,0,0
9570,False,0.24,0,0.0,0,1
9571,False,0.24,0,0.0,0,1
9572,True,0.24,0,0.5,0,0
9573,True,0.24,1,0.5,1,1
9574,True,0.24,0,0.5,0,0
9575,False,0.24,0,0.0,0,1
9576,False,0.24,0,0.0,0,1
9577,True,0.24,0,0.5,0,0
9578,True,0.24,0,0.5,0,0
9579,True,0.24,0,0.5,0,0
9580,True,0.24,0,0.5,0,0
9581,True,0.24,0,0.5,0,0
9582,True,0.24,1,0.5,1,1
9583,False,0.24,1,0.0,1,0
9584,True,0.24,0,0.5,0,0
9585,True,0.24,0,0.5,0,0
9586,True,0.24,0,0.5,0,0
9587,False,0.24,0,0.0,0,1
9588,False,0.24,0,0.0,0,1
9589,False,0.24,0,0.0,0,1
9590,True,0.24,0,0.5,0,0
9591,True,0.24,0,0.5,0,0
9592,True,0.24,0,0.5,0,0
9593,False,0.24,1,0.0,1,0
9594,True,0.24,0,0.5,0,0
9595,False,0.24,1,0.0,1,0
9596,False,0.24,1,0.0,1,0
9597,False,0.24,1,0.0,1,0
9598,False,0.24,1,0.0,1,0
9599,False,0.24,1,0.0,1,0
9600,True,0.24,0,0.5,0,0
9601,True,0.24,0,0.5,0,0
9602,True,0.24,0,0.5,0,0
9603,False,0.24,1,0.0,1,0
9604,True,0.24,0,0.5,0,0
9605,True,0.24,0,0.5,0,0
9606,True,0.24,0,0.5,0,0
9607,True,0.24,1,0.5,1,1
9608,True,0.24,0,0.5,0,0
9609,True,0.24,0,0.5,0,0
9610,True,0.24,0,0.5,0,0
9611,True,0.24,0,0.5,0,0
9612,True,0.24,0,0.5,0,0
9613,True,0.24,0,0.5,0,0
9614,False,0.24,0,0.0,0,1
9615,True,0.24,0,0.5,0,0
9616,False,0.24,0,0.0,0,1
9617,True,0.24,0,0.5,0,0
9618,True,0.24,0,0.5,0,0
9619,True,0.24,0,0.5,0,0
9620,True,0.24,0,0.5,0,0
9621,True,0.24,0,0.5,0,0
9622,True,0.24,0,0.5,0,0
9623,True,0.24,1,0.5,1,1
9624,True,0.24,0,0.5,0,0
9625,True,0.24,0,0.5,0,0
9626,True,0.24,0,0.5,0,0
9627,True,0.24,0,0.5,0,0
9628,False,0.24,1,0.0,1,0
9629,True,0.24,0,0.5,0,0
9630,True,0.24,0,0.5,0,0
9631,True,0.24,0,0.5,0,0
9632,False,0.24,1,0.0,1,0
9633,True,0.24,0,0.5,0,0
9634,False,0.24,0,0.0,0,1
9635,False,0.24,1,0.0,1,0
9636,False,0.24,1,0.0,1,0
9637,False,0.24,1,0.0,1,0
9638,True,0.24,0,0.5,0,0
9639,False,0.24,1,0.0,1,0
9640,False,0.24,0,0.0,0,1
9641,True,0.24,0,0.5,0,0
9642,False,0.24,0,0.0,0,1
9643,False,0.24,0,0.0,0,1
9644,True,0.24,0,0.5,0,0
9645,True,0.24,0,0.5,0,0
9646,False,0.24,0,0.0,0,1
9647,True,0.24,0,0.5,0,0
9648,True,0.24,0,0.5,0,0
9649,True,0.24,0,0.5,0,0
9650,True,0.24,0,0.5,0,0
9651,True,0.24,0,0.5,0,0
9652,True,0.24,0,0.5,0,0
9653,True,0.24,0,0.5,0,0
9654,False,0.24,0,0.0,0,1
9655,True,0.24,0,0.5,0,0
9656,True,0.24,0,0.5,0,0
9657,False,0.24,0,0.0,0,1
9658,True,0.24,0,0.5,0,0
9659,False,0.24,0,0.0,0,1
9660,True,0.24,0,0.5,0,0
9661,True,0.24,0,0.5,0,0
9662,True,0.24,0,0.5,0,0
9663,True,0.24,0,0.5,0,0
9664,True,0.24,0,0.5,0,0
9665,True,0.24,0,0.5,0,0
9666,True,0.24,0,0.5,0,0
9667,True,0.24,0,0.5,0,0
9668,True,0.24,0,0.5,0,0
9669,True,0.24,0,0.5,0,0
9670,True,0.24,0,0.5,0,0
9671,False,0.24,1,0.0,1,0
9672,False,0.24,1,0.0,1,0
9673,True,0.24,1,0.5,1,1
9674,True,0.24,0,0.5,0,0
9675,True,0.24,1,0.5,1,1
9676,True,0.24,0,0.5,0,0
9677,True,0.24,0,0.5,0,0
9678,False,0.24,1,0.0,1,0
9679,True,0.24,0,0.5,0,0
9680,True,0.24,1,0.5,1,1
9681,True,0.24,0,0.5,0,0
9682,True,0.24,0,0.5,0,0
9683,True,0.24,0,0.5,0,0
9684,True,0.24,0,0.5,0,0
9685,False,0.24,0,0.0,0,1
9686,True,0.24,0,0.5,0,0
9687,True,0.24,0,0.5,0,0
9688,False,0.24,0,0.0,0,1
9689,True,0.24,1,0.5,1,1
9690,True,0.24,0,0.5,0,0
9691,True,0.24,0,0.5,0,0
9692,True,0.24,0,0.5,0,0
9693,False,0.24,1,0.0,1,0
9694,True,0.24,0,0.5,0,0
9695,True,0.24,0,0.5,0,0
9696,False,0.24,1,0.0,1,0
9697,True,0.24,0,0.5,0,0
9698,False,0.24,0,0.0,0,1
9699,True,0.24,0,0.5,0,0
9700,True,0.24,0,0.5,0,0
9701,True,0.24,0,0.5,0,0
9702,False,0.24,1,0.0,1,0
9703,False,0.24,0,0.0,0,1
9704,False,0.24,1,0.0,1,0
9705,True,0.24,0,0.5,0,0
9706,True,0.24,0,0.5,0,0
9707,True,0.24,0,0.5,0,0
9708,False,0.24,0,0.0,0,1
9709,False,0.24,1,0.0,1,0
9710,True,0.24,0,0.5,0,0
9711,True,0.24,0,0.5,0,0
9712,True,0.24,0,0.5,0,0
9713,True,0.24,0,0.5,0,0
9714,True,0.24,0,0.5,0,0
9715,False,0.24,1,0.0,1,0
9716,True,0.24,0,0.5,0,0
9717,False,0.24,1,0.0,1,0
9718,False,0.24,1,0.0,1,0
9719,True,0.24,0,0.5,0,0
9720,True,0.24,0,0.5,0,0
9721,False,0.24,1,0.0,1,0
9722,True,0.24,1,0.5,1,1
9723,True,0.24,0,0.5,0,0
9724,False,0.24,0,0.0,0,1
9725,True,0.24,0,0.5,0,0
9726,True,0.24,0,0.5,0,0
9727,False,0.24,0,0.0,0,1
9728,False,0.24,1,0.0,1,0
9729,False,0.24,0,0.0,0,1
9730,False,0.24,1,0.0,1,0
9731,True,0.24,0,0.5,0,0
9732,True,0.24,0,0.5,0,0
9733,True,0.24,0,0.5,0,0
9734,False,0.24,1,0.0,1,0
9735,True,0.24,1,0.5,1,1
9736,True,0.24,0,0.5,0,0
9737,True,0.24,0,0.5,0,0
9738,False,0.24,0,0.0,0,1
9739,False,0.24,0,0.0,0,1
9740,True,0.24,0,0.5,0,0
9741,True,0.24,0,0.5,0,0
9742,True,0.24,0,0.5,0,0
9743,True,0.24,0,0.5,0,0
9744,True,0.24,0,0.5,0,0
9745,True,0.24,0,0.5,0,0
9746,False,0.24,0,0.0,0,1
9747,False,0.24,1,0.0,1,0
9748,True,0.24,0,0.5,0,0
9749,True,0.24,0,0.5,0,0
9750,True,0.24,0,0.5,0,0
9751,False,0.24,1,0.0,1,0
9752,False,0.24,1,0.0,1,0
9753,True,0.24,0,0.5,0,0
9754,True,0.24,0,0.5,0,0
9755,False,0.24,1,0.0,1,0
9756,True,0.24,0,0.5,0,0
9757,False,0.24,0,0.0,0,1
9758,True,0.24,0,0.5,0,0
9759,True,0.24,0,0.5,0,0
9760,False,0.24,0,0.0,0,1
9761,True,0.24,0,0.5,0,0
9762,True,0.24,0,0.5,0,0
9763,True,0.24,0,0.5,0,0
9764,True,0.24,0,0.5,0,0
9765,True,0.24,0,0.5,0,0
9766,True,0.24,0,0.5,0,0
9767,False,0.24,0,0.0,0,1
9768,True,0.24,0,0.5,0,0
9769,True,0.24,1,0.5,1,1
9770,True,0.24,0,0.5,0,0
9771,False,0.24,0,0.0,0,1
9772,False,0.24,0,0.0,0,1
9773,False,0.24,1,0.0,1,0
9774,True,0.24,0,0.5,0,0
9775,True,0.24,1,0.5,1,1
9776,False,0.24,1,0.0,1,0
9777,True,0.24,0,0.5,0,0
9778,True,0.24,0,0.5,0,0
9779,False,0.24,1,0.0,1,0
9780,True,0.24,0,0.5,0,0
9781,True,0.24,0,0.5,0,0
9782,False,0.24,1,0.0,1,0
9783,False,0.24,0,0.0,0,1
9784,True,0.24,1,0.5,1,1
9785,True,0.24,0,0.5,0,0
9786,True,0.24,0,0.5,0,0
9787,False,0.24,1,0.0,1,0
9788,True,0.24,0,0.5,0,0
9789,True,0.24,0,0.5,0,0
9790,False,0.24,0,0.0,0,1
9791,False,0.24,1,0.0,1,0
9792,False,0.24,0,0.0,0,1
9793,True,0.24,0,0.5,0,0
9794,False,0.24,0,0.0,0,1
9795,False,0.24,0,0.0,0,1
9796,True,0.24,0,0.5,0,0
9797,False,0.24,0,0.0,0,1
9798,True,0.24,0,0.5,0,0
9799,False,0.24,0,0.0,0,1
9800,True,0.24,0,0.5,0,0
9801,True,0.24,0,0.5,0,0
9802,False,0.24,1,0.0,1,0
9803,False,0.24,0,0.0,0,1
9804,False,0.24,1,0.0,1,0
9805,False,0.24,0,0.0,0,1
9806,False,0.24,0,0.0,0,1
9807,True,0.24,0,0.5,0,0
9808,True,0.24,0,0.5,0,0
9809,True,0.24,0,0.5,0,0
9810,False,0.24,0,0.0,0,1
9811,True,0.24,0,0.5,0,0
9812,False,0.24,1,0.0,1,0
9813,False,0.24,0,0.0,0,1
9814,True,0.24,0,0.5,0,0
9815,False,0.24,0,0.0,0,1
9816,True,0.24,0,0.5,0,0
9817,True,0.24,0,0.5,0,0
9818,True,0.24,0,0.5,0,0
