,G,c1,c2,count,p1,p2,post,pre
19620,False,1,0,13,0.25,0.31,13,13.0
19621,True,0,0,12,0.25,0.31,12,12.56
19622,True,0,0,12,0.25,0.31,12,12.56
19623,True,0,0,12,0.25,0.31,12,12.56
19624,True,0,0,12,0.25,0.31,12,12.56
19625,True,0,0,12,0.25,0.31,12,12.56
19626,True,0,0,12,0.25,0.31,12,12.56
19627,True,0,0,12,0.25,0.31,12,12.56
19628,True,0,0,12,0.25,0.31,12,12.56
19629,True,0,0,12,0.25,0.31,12,12.56
19630,True,0,0,12,0.25,0.31,12,12.56
19631,False,1,0,13,0.25,0.31,13,13.0
19632,True,0,0,12,0.25,0.31,12,12.56
19633,True,0,0,12,0.25,0.31,12,12.56
19634,True,0,0,12,0.25,0.31,12,12.56
19635,True,0,0,12,0.25,0.31,12,12.56
19636,True,0,0,12,0.25,0.31,12,12.56
19637,True,0,0,12,0.25,0.31,12,12.56
19638,False,0,1,13,0.25,0.31,13,13.0
19639,False,0,1,13,0.25,0.31,13,13.0
19640,True,0,0,12,0.25,0.31,12,12.56
19641,True,0,0,12,0.25,0.31,12,12.56
19642,True,0,0,12,0.25,0.31,12,12.56
19643,False,1,0,13,0.25,0.31,13,13.0
19644,False,1,0,13,0.25,0.31,13,13.0
19645,True,0,0,12,0.25,0.31,12,12.56
19646,True,0,0,12,0.25,0.31,12,12.56
19647,False,0,1,13,0.25,0.31,13,13.0
19648,True,0,0,12,0.25,0.31,12,12.56
19649,True,0,0,12,0.25,0.31,12,12.56
19650,True,0,0,12,0.25,0.31,12,12.56
19651,False,1,0,13,0.25,0.31,13,13.0
19652,False,0,1,13,0.25,0.31,13,13.0
19653,True,0,0,12,0.25,0.31,12,12.56
19654,True,0,0,12,0.25,0.31,12,12.56
19655,True,0,0,12,0.25,0.31,12,12.56
19656,True,0,0,12,0.25,0.31,12,12.56
19657,True,0,0,12,0.25,0.31,12,12.56
19658,False,0,1,13,0.25,0.31,13,13.0
19659,True,0,0,12,0.25,0.31,12,12.56
19660,False,0,1,13,0.25,0.31,13,13.0
19661,True,0,0,12,0.25,0.31,12,12.56
19662,False,0,1,13,0.25,0.31,13,13.0
19663,True,0,0,12,0.25,0.31,12,12.56
19664,False,0,1,13,0.25,0.31,13,13.0
19665,False,1,0,13,0.25,0.31,13,13.0
19666,True,0,0,12,0.25,0.31,12,12.56
19667,True,0,0,12,0.25,0.31,12,12.56
19668,False,0,1,13,0.25,0.31,13,13.0
19669,False,1,0,13,0.25,0.31,13,13.0
19670,True,0,0,12,0.25,0.31,12,12.56
19671,False,1,0,13,0.25,0.31,13,13.0
19672,True,0,0,12,0.25,0.31,12,12.56
19673,True,0,0,12,0.25,0.31,12,12.56
19674,False,1,0,13,0.25,0.31,13,13.0
19675,False,1,1,14,0.25,0.31,14,14.0
19676,False,0,1,13,0.25,0.31,13,13.0
19677,True,0,0,12,0.25,0.31,12,12.56
19678,True,0,0,12,0.25,0.31,12,12.56
19679,True,0,0,12,0.25,0.31,12,12.56
19680,True,0,0,12,0.25,0.31,12,12.56
19681,True,0,0,12,0.25,0.31,12,12.56
19682,True,0,0,12,0.25,0.31,12,12.56
19683,False,1,0,13,0.25,0.31,13,13.0
19684,False,0,1,13,0.25,0.31,13,13.0
19685,True,0,0,12,0.25,0.31,12,12.56
19686,True,0,0,12,0.25,0.31,12,12.56
19687,True,0,0,12,0.25,0.31,12,12.56
19688,False,0,1,13,0.25,0.31,13,13.0
19689,True,0,0,12,0.25,0.31,12,12.56
19690,False,1,0,13,0.25,0.31,13,13.0
19691,True,0,0,12,0.25,0.31,12,12.56
19692,False,1,0,13,0.25,0.31,13,13.0
19693,True,0,0,12,0.25,0.31,12,12.56
19694,False,0,1,13,0.25,0.31,13,13.0
19695,True,0,0,12,0.25,0.31,12,12.56
19696,False,0,1,13,0.25,0.31,13,13.0
19697,True,0,0,12,0.25,0.31,12,12.56
19698,False,0,1,13,0.25,0.31,13,13.0
19699,False,1,0,13,0.25,0.31,13,13.0
19700,False,1,0,13,0.25,0.31,13,13.0
19701,True,0,0,12,0.25,0.31,12,12.56
19702,False,1,0,13,0.25,0.31,13,13.0
19703,True,0,0,12,0.25,0.31,12,12.56
19704,True,0,0,12,0.25,0.31,12,12.56
19705,True,0,0,12,0.25,0.31,12,12.56
19706,True,0,0,12,0.25,0.31,12,12.56
19707,False,0,1,13,0.25,0.31,13,13.0
19708,True,0,0,12,0.25,0.31,12,12.56
19709,True,0,0,12,0.25,0.31,12,12.56
19710,True,0,0,12,0.25,0.31,12,12.56
19711,True,0,0,12,0.25,0.31,12,12.56
19712,False,1,0,13,0.25,0.31,13,13.0
19713,False,0,1,13,0.25,0.31,13,13.0
19714,False,1,0,13,0.25,0.31,13,13.0
19715,False,0,1,13,0.25,0.31,13,13.0
19716,False,0,1,13,0.25,0.31,13,13.0
19717,True,0,0,12,0.25,0.31,12,12.56
19718,True,0,0,12,0.25,0.31,12,12.56
19719,True,0,0,12,0.25,0.31,12,12.56
19720,True,0,0,12,0.25,0.31,12,12.56
19721,True,0,0,12,0.25,0.31,12,12.56
19722,True,0,0,12,0.25,0.31,12,12.56
19723,True,0,0,12,0.25,0.31,12,12.56
19724,True,0,0,12,0.25,0.31,12,12.56
19725,False,0,1,13,0.25,0.31,13,13.0
19726,False,1,0,13,0.25,0.31,13,13.0
19727,False,1,0,13,0.25,0.31,13,13.0
19728,False,0,1,13,0.25,0.31,13,13.0
19729,False,1,0,13,0.25,0.31,13,13.0
19730,True,0,0,12,0.25,0.31,12,12.56
19731,False,1,1,14,0.25,0.31,14,14.0
19732,False,1,1,14,0.25,0.31,14,14.0
19733,False,1,0,13,0.25,0.31,13,13.0
19734,False,0,1,13,0.25,0.31,13,13.0
19735,True,0,0,12,0.25,0.31,12,12.56
19736,True,0,0,12,0.25,0.31,12,12.56
19737,False,1,0,13,0.25,0.31,13,13.0
19738,True,0,0,12,0.25,0.31,12,12.56
19739,True,0,0,12,0.25,0.31,12,12.56
19740,False,0,1,13,0.25,0.31,13,13.0
19741,False,0,1,13,0.25,0.31,13,13.0
19742,True,0,0,12,0.25,0.31,12,12.56
19743,True,0,0,12,0.25,0.31,12,12.56
19744,True,0,0,12,0.25,0.31,12,12.56
19745,True,0,0,12,0.25,0.31,12,12.56
19746,False,1,0,13,0.25,0.31,13,13.0
19747,True,0,0,12,0.25,0.31,12,12.56
19748,False,0,1,13,0.25,0.31,13,13.0
19749,False,1,0,13,0.25,0.31,13,13.0
19750,True,0,0,12,0.25,0.31,12,12.56
19751,True,0,0,12,0.25,0.31,12,12.56
19752,True,0,0,12,0.25,0.31,12,12.56
19753,False,0,1,13,0.25,0.31,13,13.0
19754,True,0,0,12,0.25,0.31,12,12.56
19755,False,0,1,13,0.25,0.31,13,13.0
19756,True,0,0,12,0.25,0.31,12,12.56
19757,False,1,0,13,0.25,0.31,13,13.0
19758,True,0,0,12,0.25,0.31,12,12.56
19759,False,0,1,13,0.25,0.31,13,13.0
19760,True,0,0,12,0.25,0.31,12,12.56
19761,True,0,0,12,0.25,0.31,12,12.56
19762,False,0,1,13,0.25,0.31,13,13.0
19763,False,1,0,13,0.25,0.31,13,13.0
19764,False,0,1,13,0.25,0.31,13,13.0
19765,False,1,0,13,0.25,0.31,13,13.0
19766,False,0,1,13,0.25,0.31,13,13.0
19767,True,0,0,12,0.25,0.31,12,12.56
19768,True,0,0,12,0.25,0.31,12,12.56
19769,False,0,1,13,0.25,0.31,13,13.0
19770,True,0,0,12,0.25,0.31,12,12.56
19771,False,0,1,13,0.25,0.31,13,13.0
19772,False,1,0,13,0.25,0.31,13,13.0
19773,True,0,0,12,0.25,0.31,12,12.56
19774,True,0,0,12,0.25,0.31,12,12.56
19775,True,0,0,12,0.25,0.31,12,12.56
19776,False,0,1,13,0.25,0.31,13,13.0
19777,False,1,0,13,0.25,0.31,13,13.0
19778,True,0,0,12,0.25,0.31,12,12.56
19779,True,0,0,12,0.25,0.31,12,12.56
19780,False,1,0,13,0.25,0.31,13,13.0
19781,True,0,0,12,0.25,0.31,12,12.56
19782,True,0,0,12,0.25,0.31,12,12.56
19783,False,1,1,14,0.25,0.31,14,14.0
19784,True,0,0,12,0.25,0.31,12,12.56
19785,True,0,0,12,0.25,0.31,12,12.56
19786,True,0,0,12,0.25,0.31,12,12.56
19787,False,1,0,13,0.25,0.31,13,13.0
19788,False,0,1,13,0.25,0.31,13,13.0
19789,False,1,0,13,0.25,0.31,13,13.0
19790,False,0,1,13,0.25,0.31,13,13.0
19791,False,0,1,13,0.25,0.31,13,13.0
19792,True,0,0,12,0.25,0.31,12,12.56
19793,True,0,0,12,0.25,0.31,12,12.56
19794,True,0,0,12,0.25,0.31,12,12.56
19795,True,0,0,12,0.25,0.31,12,12.56
19796,False,0,1,13,0.25,0.31,13,13.0
19797,True,0,0,12,0.25,0.31,12,12.56
19798,False,1,0,13,0.25,0.31,13,13.0
19799,True,0,0,12,0.25,0.31,12,12.56
19800,False,0,1,13,0.25,0.31,13,13.0
19801,True,0,0,12,0.25,0.31,12,12.56
19802,False,0,1,13,0.25,0.31,13,13.0
19803,True,0,0,12,0.25,0.31,12,12.56
19804,True,0,0,12,0.25,0.31,12,12.56
19805,True,0,0,12,0.25,0.31,12,12.56
19806,True,0,0,12,0.25,0.31,12,12.56
19807,True,0,0,12,0.25,0.31,12,12.56
19808,False,1,1,14,0.25,0.31,14,14.0
19809,False,0,1,13,0.25,0.31,13,13.0
19810,False,0,1,13,0.25,0.31,13,13.0
19811,False,0,1,13,0.25,0.31,13,13.0
19812,True,0,0,12,0.25,0.31,12,12.56
19813,True,0,0,12,0.25,0.31,12,12.56
19814,True,0,0,12,0.25,0.31,12,12.56
19815,True,0,0,12,0.25,0.31,12,12.56
19816,False,0,1,13,0.25,0.31,13,13.0
19817,True,0,0,12,0.25,0.31,12,12.56
19818,False,1,0,13,0.25,0.31,13,13.0
19819,True,0,0,12,0.25,0.31,12,12.56
19820,False,1,0,13,0.25,0.31,13,13.0
19821,False,0,1,13,0.25,0.31,13,13.0
19822,True,0,0,12,0.25,0.31,12,12.56
19823,False,1,1,14,0.25,0.31,14,14.0
19824,True,0,0,12,0.25,0.31,12,12.56
19825,False,0,1,13,0.25,0.31,13,13.0
19826,True,0,0,12,0.25,0.31,12,12.56
19827,False,1,0,13,0.25,0.31,13,13.0
19828,True,0,0,12,0.25,0.31,12,12.56
19829,False,0,1,13,0.25,0.31,13,13.0
19830,True,0,0,12,0.25,0.31,12,12.56
19831,False,1,0,13,0.25,0.31,13,13.0
19832,True,0,0,12,0.25,0.31,12,12.56
19833,True,0,0,12,0.25,0.31,12,12.56
19834,True,0,0,12,0.25,0.31,12,12.56
19835,True,0,0,12,0.25,0.31,12,12.56
19836,False,0,1,13,0.25,0.31,13,13.0
19837,True,0,0,12,0.25,0.31,12,12.56
19838,False,1,1,14,0.25,0.31,14,14.0
19839,False,1,0,13,0.25,0.31,13,13.0
19840,False,1,1,14,0.25,0.31,14,14.0
19841,True,0,0,12,0.25,0.31,12,12.56
19842,True,0,0,12,0.25,0.31,12,12.56
19843,True,0,0,12,0.25,0.31,12,12.56
19844,True,0,0,12,0.25,0.31,12,12.56
19845,True,0,0,12,0.25,0.31,12,12.56
19846,True,0,0,12,0.25,0.31,12,12.56
19847,False,0,1,13,0.25,0.31,13,13.0
19848,True,0,0,12,0.25,0.31,12,12.56
19849,True,0,0,12,0.25,0.31,12,12.56
19850,True,0,0,12,0.25,0.31,12,12.56
19851,False,1,1,14,0.25,0.31,14,14.0
19852,True,0,0,12,0.25,0.31,12,12.56
19853,True,0,0,12,0.25,0.31,12,12.56
19854,False,0,1,13,0.25,0.31,13,13.0
19855,True,0,0,12,0.25,0.31,12,12.56
19856,False,0,1,13,0.25,0.31,13,13.0
19857,False,0,1,13,0.25,0.31,13,13.0
19858,True,0,0,12,0.25,0.31,12,12.56
19859,False,0,1,13,0.25,0.31,13,13.0
19860,True,0,0,12,0.25,0.31,12,12.56
19861,False,1,1,14,0.25,0.31,14,14.0
19862,False,1,0,13,0.25,0.31,13,13.0
19863,True,0,0,12,0.25,0.31,12,12.56
19864,False,1,0,13,0.25,0.31,13,13.0
19865,False,0,1,13,0.25,0.31,13,13.0
19866,True,0,0,12,0.25,0.31,12,12.56
19867,True,0,0,12,0.25,0.31,12,12.56
19868,False,0,1,13,0.25,0.31,13,13.0
19869,False,0,1,13,0.25,0.31,13,13.0
19870,True,0,0,12,0.25,0.31,12,12.56
19871,False,1,1,14,0.25,0.31,14,14.0
19872,True,0,0,12,0.25,0.31,12,12.56
19873,True,0,0,12,0.25,0.31,12,12.56
19874,False,0,1,13,0.25,0.31,13,13.0
19875,False,0,1,13,0.25,0.31,13,13.0
19876,False,0,1,13,0.25,0.31,13,13.0
19877,True,0,0,12,0.25,0.31,12,12.56
19878,True,0,0,12,0.25,0.31,12,12.56
19879,True,0,0,12,0.25,0.31,12,12.56
19880,True,0,0,12,0.25,0.31,12,12.56
19881,False,1,0,13,0.25,0.31,13,13.0
19882,True,0,0,12,0.25,0.31,12,12.56
19883,False,1,0,13,0.25,0.31,13,13.0
19884,False,0,1,13,0.25,0.31,13,13.0
19885,False,0,1,13,0.25,0.31,13,13.0
19886,False,1,1,14,0.25,0.31,14,14.0
19887,True,0,0,12,0.25,0.31,12,12.56
19888,False,1,0,13,0.25,0.31,13,13.0
19889,False,1,0,13,0.25,0.31,13,13.0
19890,True,0,0,12,0.25,0.31,12,12.56
19891,False,1,0,13,0.25,0.31,13,13.0
19892,True,0,0,12,0.25,0.31,12,12.56
19893,False,1,0,13,0.25,0.31,13,13.0
19894,True,0,0,12,0.25,0.31,12,12.56
19895,True,0,0,12,0.25,0.31,12,12.56
19896,True,0,0,12,0.25,0.31,12,12.56
19897,True,0,0,12,0.25,0.31,12,12.56
19898,True,0,0,12,0.25,0.31,12,12.56
19899,True,0,0,12,0.25,0.31,12,12.56
19900,False,1,0,13,0.25,0.31,13,13.0
19901,True,0,0,12,0.25,0.31,12,12.56
19902,True,0,0,12,0.25,0.31,12,12.56
19903,False,1,0,13,0.25,0.31,13,13.0
19904,True,0,0,12,0.25,0.31,12,12.56
19905,False,0,1,13,0.25,0.31,13,13.0
19906,True,0,0,12,0.25,0.31,12,12.56
19907,False,0,1,13,0.25,0.31,13,13.0
19908,False,1,0,13,0.25,0.31,13,13.0
19909,True,0,0,12,0.25,0.31,12,12.56
19910,False,1,0,13,0.25,0.31,13,13.0
19911,False,0,1,13,0.25,0.31,13,13.0
19912,False,0,1,13,0.25,0.31,13,13.0
19913,True,0,0,12,0.25,0.31,12,12.56
19914,False,0,1,13,0.25,0.31,13,13.0
19915,False,1,1,14,0.25,0.31,14,14.0
19916,True,0,0,12,0.25,0.31,12,12.56
19917,False,1,0,13,0.25,0.31,13,13.0
19918,True,0,0,12,0.25,0.31,12,12.56
19919,False,0,1,13,0.25,0.31,13,13.0
19920,True,0,0,12,0.25,0.31,12,12.56
19921,True,0,0,12,0.25,0.31,12,12.56
19922,False,0,1,13,0.25,0.31,13,13.0
19923,True,0,0,12,0.25,0.31,12,12.56
19924,False,0,1,13,0.25,0.31,13,13.0
19925,True,0,0,12,0.25,0.31,12,12.56
19926,False,0,1,13,0.25,0.31,13,13.0
19927,False,1,0,13,0.25,0.31,13,13.0
19928,True,0,0,12,0.25,0.31,12,12.56
19929,False,1,1,14,0.25,0.31,14,14.0
19930,True,0,0,12,0.25,0.31,12,12.56
19931,False,0,1,13,0.25,0.31,13,13.0
19932,True,0,0,12,0.25,0.31,12,12.56
19933,False,1,1,14,0.25,0.31,14,14.0
19934,True,0,0,12,0.25,0.31,12,12.56
19935,True,0,0,12,0.25,0.31,12,12.56
19936,True,0,0,12,0.25,0.31,12,12.56
19937,True,0,0,12,0.25,0.31,12,12.56
19938,False,0,1,13,0.25,0.31,13,13.0
19939,True,0,0,12,0.25,0.31,12,12.56
19940,False,1,0,13,0.25,0.31,13,13.0
19941,True,0,0,12,0.25,0.31,12,12.56
19942,True,0,0,12,0.25,0.31,12,12.56
19943,False,0,1,13,0.25,0.31,13,13.0
19944,True,0,0,12,0.25,0.31,12,12.56
19945,True,0,0,12,0.25,0.31,12,12.56
19946,True,0,0,12,0.25,0.31,12,12.56
19947,False,0,1,13,0.25,0.31,13,13.0
19948,False,1,0,13,0.25,0.31,13,13.0
19949,True,0,0,12,0.25,0.31,12,12.56
19950,True,0,0,12,0.25,0.31,12,12.56
19951,False,0,1,13,0.25,0.31,13,13.0
19952,False,0,1,13,0.25,0.31,13,13.0
19953,False,1,0,13,0.25,0.31,13,13.0
19954,False,0,1,13,0.25,0.31,13,13.0
19955,False,1,0,13,0.25,0.31,13,13.0
19956,True,0,0,12,0.25,0.31,12,12.56
19957,True,0,0,12,0.25,0.31,12,12.56
19958,True,0,0,12,0.25,0.31,12,12.56
19959,False,0,1,13,0.25,0.31,13,13.0
19960,True,0,0,12,0.25,0.31,12,12.56
19961,True,0,0,12,0.25,0.31,12,12.56
19962,False,0,1,13,0.25,0.31,13,13.0
19963,True,0,0,12,0.25,0.31,12,12.56
19964,False,1,0,13,0.25,0.31,13,13.0
19965,False,1,1,14,0.25,0.31,14,14.0
19966,False,0,1,13,0.25,0.31,13,13.0
19967,False,1,0,13,0.25,0.31,13,13.0
19968,False,0,1,13,0.25,0.31,13,13.0
19969,True,0,0,12,0.25,0.31,12,12.56
19970,False,0,1,13,0.25,0.31,13,13.0
19971,True,0,0,12,0.25,0.31,12,12.56
19972,False,1,0,13,0.25,0.31,13,13.0
19973,True,0,0,12,0.25,0.31,12,12.56
19974,False,0,1,13,0.25,0.31,13,13.0
19975,True,0,0,12,0.25,0.31,12,12.56
19976,True,0,0,12,0.25,0.31,12,12.56
19977,True,0,0,12,0.25,0.31,12,12.56
19978,False,0,1,13,0.25,0.31,13,13.0
19979,True,0,0,12,0.25,0.31,12,12.56
19980,False,0,1,13,0.25,0.31,13,13.0
19981,True,0,0,12,0.25,0.31,12,12.56
19982,True,0,0,12,0.25,0.31,12,12.56
19983,False,1,1,14,0.25,0.31,14,14.0
19984,False,1,0,13,0.25,0.31,13,13.0
19985,True,0,0,12,0.25,0.31,12,12.56
19986,False,1,0,13,0.25,0.31,13,13.0
19987,False,0,1,13,0.25,0.31,13,13.0
19988,False,0,1,13,0.25,0.31,13,13.0
19989,True,0,0,12,0.25,0.31,12,12.56
19990,True,0,0,12,0.25,0.31,12,12.56
19991,True,0,0,12,0.25,0.31,12,12.56
19992,True,0,0,12,0.25,0.31,12,12.56
19993,True,0,0,12,0.25,0.31,12,12.56
19994,True,0,0,12,0.25,0.31,12,12.56
19995,False,0,1,13,0.25,0.31,13,13.0
19996,True,0,0,12,0.25,0.31,12,12.56
19997,False,0,1,13,0.25,0.31,13,13.0
19998,True,0,0,12,0.25,0.31,12,12.56
19999,False,1,1,14,0.25,0.31,14,14.0
20000,False,1,1,10,0.95,0.48,10,10.0
20001,False,1,1,10,0.95,0.48,10,10.0
20002,False,1,0,9,0.95,0.48,9,9.0
20003,False,1,1,10,0.95,0.48,10,10.0
20004,False,1,0,9,0.95,0.48,9,9.0
20005,False,1,1,10,0.95,0.48,10,10.0
20006,False,1,1,10,0.95,0.48,10,10.0
20007,False,1,1,10,0.95,0.48,10,10.0
20008,False,1,1,10,0.95,0.48,10,10.0
20009,False,1,1,10,0.95,0.48,10,10.0
20010,False,1,1,10,0.95,0.48,10,10.0
20011,False,1,1,10,0.95,0.48,10,10.0
20012,False,1,0,9,0.95,0.48,9,9.0
20013,False,1,0,9,0.95,0.48,9,9.0
20014,False,1,0,9,0.95,0.48,9,9.0
20015,False,1,1,10,0.95,0.48,10,10.0
20016,False,1,1,10,0.95,0.48,10,10.0
20017,False,1,1,10,0.95,0.48,10,10.0
20018,False,1,0,9,0.95,0.48,9,9.0
20019,False,1,1,10,0.95,0.48,10,10.0
20020,False,0,1,9,0.95,0.48,9,9.0
20021,False,1,0,9,0.95,0.48,9,9.0
20022,False,0,1,9,0.95,0.48,9,9.0
20023,False,1,0,9,0.95,0.48,9,9.0
20024,False,1,0,9,0.95,0.48,9,9.0
20025,False,1,0,9,0.95,0.48,9,9.0
20026,False,1,0,9,0.95,0.48,9,9.0
20027,False,1,1,10,0.95,0.48,10,10.0
20028,False,1,0,9,0.95,0.48,9,9.0
20029,False,1,1,10,0.95,0.48,10,10.0
20030,False,1,0,9,0.95,0.48,9,9.0
20031,False,1,1,10,0.95,0.48,10,10.0
20032,True,0,0,8,0.95,0.48,8,9.43
20033,False,1,0,9,0.95,0.48,9,9.0
20034,False,1,1,10,0.95,0.48,10,10.0
20035,False,1,1,10,0.95,0.48,10,10.0
20036,False,1,1,10,0.95,0.48,10,10.0
20037,False,1,0,9,0.95,0.48,9,9.0
20038,False,1,0,9,0.95,0.48,9,9.0
20039,False,1,1,10,0.95,0.48,10,10.0
20040,False,1,0,9,0.95,0.48,9,9.0
20041,False,1,1,10,0.95,0.48,10,10.0
20042,False,1,1,10,0.95,0.48,10,10.0
20043,False,1,1,10,0.95,0.48,10,10.0
20044,False,1,0,9,0.95,0.48,9,9.0
20045,False,1,1,10,0.95,0.48,10,10.0
20046,False,1,1,10,0.95,0.48,10,10.0
20047,False,1,0,9,0.95,0.48,9,9.0
20048,False,1,0,9,0.95,0.48,9,9.0
20049,False,1,0,9,0.95,0.48,9,9.0
20050,False,1,0,9,0.95,0.48,9,9.0
20051,False,1,1,10,0.95,0.48,10,10.0
20052,False,1,1,10,0.95,0.48,10,10.0
20053,False,1,1,10,0.95,0.48,10,10.0
20054,False,1,1,10,0.95,0.48,10,10.0
20055,False,1,1,10,0.95,0.48,10,10.0
20056,False,1,1,10,0.95,0.48,10,10.0
20057,False,1,0,9,0.95,0.48,9,9.0
20058,False,1,1,10,0.95,0.48,10,10.0
20059,False,1,0,9,0.95,0.48,9,9.0
20060,False,1,1,10,0.95,0.48,10,10.0
20061,False,1,0,9,0.95,0.48,9,9.0
20062,False,1,1,10,0.95,0.48,10,10.0
20063,False,1,1,10,0.95,0.48,10,10.0
20064,False,1,0,9,0.95,0.48,9,9.0
20065,False,1,1,10,0.95,0.48,10,10.0
20066,False,1,1,10,0.95,0.48,10,10.0
20067,False,1,0,9,0.95,0.48,9,9.0
20068,False,1,1,10,0.95,0.48,10,10.0
20069,False,1,1,10,0.95,0.48,10,10.0
20070,False,1,0,9,0.95,0.48,9,9.0
20071,False,1,1,10,0.95,0.48,10,10.0
20072,False,1,0,9,0.95,0.48,9,9.0
20073,False,1,0,9,0.95,0.48,9,9.0
20074,False,1,0,9,0.95,0.48,9,9.0
20075,False,1,0,9,0.95,0.48,9,9.0
20076,False,1,0,9,0.95,0.48,9,9.0
20077,False,1,0,9,0.95,0.48,9,9.0
20078,False,1,0,9,0.95,0.48,9,9.0
20079,False,1,0,9,0.95,0.48,9,9.0
20080,False,1,1,10,0.95,0.48,10,10.0
20081,False,1,1,10,0.95,0.48,10,10.0
20082,False,1,0,9,0.95,0.48,9,9.0
20083,False,1,0,9,0.95,0.48,9,9.0
20084,False,1,1,10,0.95,0.48,10,10.0
20085,False,1,0,9,0.95,0.48,9,9.0
20086,False,1,1,10,0.95,0.48,10,10.0
20087,False,1,1,10,0.95,0.48,10,10.0
20088,False,1,0,9,0.95,0.48,9,9.0
20089,False,1,1,10,0.95,0.48,10,10.0
20090,False,1,0,9,0.95,0.48,9,9.0
20091,False,1,1,10,0.95,0.48,10,10.0
20092,True,0,0,8,0.95,0.48,8,9.43
20093,False,0,1,9,0.95,0.48,9,9.0
20094,False,1,0,9,0.95,0.48,9,9.0
20095,False,1,1,10,0.95,0.48,10,10.0
20096,False,1,0,9,0.95,0.48,9,9.0
20097,False,1,1,10,0.95,0.48,10,10.0
20098,False,1,1,10,0.95,0.48,10,10.0
20099,False,1,0,9,0.95,0.48,9,9.0
20100,False,1,0,9,0.95,0.48,9,9.0
20101,False,1,0,9,0.95,0.48,9,9.0
20102,False,1,0,9,0.95,0.48,9,9.0
20103,False,1,1,10,0.95,0.48,10,10.0
20104,False,1,0,9,0.95,0.48,9,9.0
20105,False,1,1,10,0.95,0.48,10,10.0
20106,False,0,1,9,0.95,0.48,9,9.0
20107,False,1,0,9,0.95,0.48,9,9.0
20108,False,1,1,10,0.95,0.48,10,10.0
20109,False,1,0,9,0.95,0.48,9,9.0
20110,False,1,0,9,0.95,0.48,9,9.0
20111,False,1,0,9,0.95,0.48,9,9.0
20112,False,1,0,9,0.95,0.48,9,9.0
20113,False,1,0,9,0.95,0.48,9,9.0
20114,False,1,0,9,0.95,0.48,9,9.0
20115,False,1,0,9,0.95,0.48,9,9.0
20116,False,1,1,10,0.95,0.48,10,10.0
20117,False,1,0,9,0.95,0.48,9,9.0
20118,False,1,0,9,0.95,0.48,9,9.0
20119,False,1,1,10,0.95,0.48,10,10.0
20120,False,1,0,9,0.95,0.48,9,9.0
20121,False,1,1,10,0.95,0.48,10,10.0
20122,False,1,0,9,0.95,0.48,9,9.0
20123,False,1,0,9,0.95,0.48,9,9.0
20124,False,1,0,9,0.95,0.48,9,9.0
20125,False,1,1,10,0.95,0.48,10,10.0
20126,False,1,1,10,0.95,0.48,10,10.0
20127,False,1,0,9,0.95,0.48,9,9.0
20128,False,1,0,9,0.95,0.48,9,9.0
20129,False,1,0,9,0.95,0.48,9,9.0
20130,False,1,1,10,0.95,0.48,10,10.0
20131,False,1,0,9,0.95,0.48,9,9.0
20132,False,1,1,10,0.95,0.48,10,10.0
20133,False,1,0,9,0.95,0.48,9,9.0
20134,False,1,0,9,0.95,0.48,9,9.0
20135,False,1,0,9,0.95,0.48,9,9.0
20136,False,1,0,9,0.95,0.48,9,9.0
20137,False,1,1,10,0.95,0.48,10,10.0
20138,False,1,1,10,0.95,0.48,10,10.0
20139,False,1,0,9,0.95,0.48,9,9.0
20140,False,1,0,9,0.95,0.48,9,9.0
20141,False,1,1,10,0.95,0.48,10,10.0
20142,False,1,0,9,0.95,0.48,9,9.0
20143,False,1,1,10,0.95,0.48,10,10.0
20144,False,1,1,10,0.95,0.48,10,10.0
20145,False,1,1,10,0.95,0.48,10,10.0
20146,False,1,1,10,0.95,0.48,10,10.0
20147,False,1,1,10,0.95,0.48,10,10.0
20148,False,1,0,9,0.95,0.48,9,9.0
20149,False,1,0,9,0.95,0.48,9,9.0
20150,False,1,1,10,0.95,0.48,10,10.0
20151,False,1,1,10,0.95,0.48,10,10.0
20152,False,1,1,10,0.95,0.48,10,10.0
20153,False,1,0,9,0.95,0.48,9,9.0
20154,False,0,1,9,0.95,0.48,9,9.0
20155,False,1,0,9,0.95,0.48,9,9.0
20156,False,1,1,10,0.95,0.48,10,10.0
20157,False,1,0,9,0.95,0.48,9,9.0
20158,False,1,1,10,0.95,0.48,10,10.0
20159,False,1,0,9,0.95,0.48,9,9.0
20160,False,1,0,9,0.95,0.48,9,9.0
20161,False,1,0,9,0.95,0.48,9,9.0
20162,False,1,0,9,0.95,0.48,9,9.0
20163,True,0,0,8,0.95,0.48,8,9.43
20164,False,1,1,10,0.95,0.48,10,10.0
20165,False,1,1,10,0.95,0.48,10,10.0
20166,False,1,0,9,0.95,0.48,9,9.0
20167,False,1,0,9,0.95,0.48,9,9.0
20168,False,1,1,10,0.95,0.48,10,10.0
20169,False,1,1,10,0.95,0.48,10,10.0
20170,False,1,0,9,0.95,0.48,9,9.0
20171,False,1,1,10,0.95,0.48,10,10.0
20172,False,1,0,9,0.95,0.48,9,9.0
20173,False,1,1,10,0.95,0.48,10,10.0
20174,False,1,1,10,0.95,0.48,10,10.0
20175,False,1,0,9,0.95,0.48,9,9.0
20176,False,1,1,10,0.95,0.48,10,10.0
20177,False,1,1,10,0.95,0.48,10,10.0
20178,False,1,1,10,0.95,0.48,10,10.0
