,G,p,post,pre,x,y,z
30462,False,0.83,0,0,0,6,0
30463,False,0.83,0,0,0,6,0
30464,False,0.83,0,0,0,6,0
30465,False,0.83,0,0,0,6,0
30466,False,0.83,0,0,0,6,0
30467,True,0.83,6,6,6,6,1
30468,False,0.83,0,0,0,6,0
30469,False,0.83,0,0,0,6,0
30470,False,0.83,0,0,0,6,0
30471,False,0.83,0,0,0,6,0
30472,False,0.83,0,0,0,6,0
30473,False,0.83,0,0,0,6,0
30474,False,0.83,0,0,0,6,0
30475,False,0.83,0,0,0,6,0
30476,False,0.83,0,0,0,6,0
30477,False,0.83,0,0,0,6,0
30478,False,0.83,0,0,0,6,0
30479,False,0.83,0,0,0,6,0
30480,True,0.83,6,6,6,6,1
30481,False,0.83,0,0,0,6,0
30482,False,0.83,0,0,0,6,0
30483,True,0.83,6,6,6,6,1
30484,False,0.83,0,0,0,6,0
30485,False,0.83,0,0,0,6,0
30486,False,0.83,0,0,0,6,0
30487,True,0.83,6,6,6,6,1
30488,True,0.83,6,6,6,6,1
30489,False,0.83,0,0,0,6,0
30490,False,0.83,0,0,0,6,0
30491,False,0.83,0,0,0,6,0
30492,False,0.83,0,0,0,6,0
30493,False,0.83,0,0,0,6,0
30494,False,0.83,0,0,0,6,0
30495,False,0.83,0,0,0,6,0
30496,False,0.83,0,0,0,6,0
30497,False,0.83,0,0,0,6,0
30498,False,0.83,0,0,0,6,0
30499,False,0.83,0,0,0,6,0
30500,True,0.25,13,13,13,8,1
30501,True,0.25,13,13,13,8,1
30502,True,0.25,13,13,13,8,1
30503,True,0.25,13,13,13,8,1
30504,True,0.25,13,13,13,8,1
30505,True,0.25,13,13,13,8,1
30506,True,0.25,13,13,13,8,1
30507,True,0.25,13,13,13,8,1
30508,True,0.25,13,13,13,8,1
30509,True,0.25,13,13,13,8,1
30510,True,0.25,13,13,13,8,1
30511,False,0.25,5,5,5,8,0
30512,True,0.25,13,13,13,8,1
30513,False,0.25,5,5,5,8,0
30514,False,0.25,5,5,5,8,0
30515,True,0.25,13,13,13,8,1
30516,True,0.25,13,13,13,8,1
30517,True,0.25,13,13,13,8,1
30518,True,0.25,13,13,13,8,1
30519,False,0.25,5,5,5,8,0
30520,True,0.25,13,13,13,8,1
30521,True,0.25,13,13,13,8,1
30522,True,0.25,13,13,13,8,1
30523,False,0.25,5,5,5,8,0
30524,True,0.25,13,13,13,8,1
30525,False,0.25,5,5,5,8,0
30526,True,0.25,13,13,13,8,1
30527,True,0.25,13,13,13,8,1
30528,True,0.25,13,13,13,8,1
30529,True,0.25,13,13,13,8,1
30530,True,0.25,13,13,13,8,1
30531,True,0.25,13,13,13,8,1
30532,False,0.25,5,5,5,8,0
30533,True,0.25,13,13,13,8,1
30534,False,0.25,5,5,5,8,0
30535,False,0.25,5,5,5,8,0
30536,False,0.25,5,5,5,8,0
30537,False,0.25,5,5,5,8,0
30538,True,0.25,13,13,13,8,1
30539,False,0.25,5,5,5,8,0
30540,False,0.25,5,5,5,8,0
30541,True,0.25,13,13,13,8,1
30542,True,0.25,13,13,13,8,1
30543,True,0.25,13,13,13,8,1
30544,False,0.25,5,5,5,8,0
30545,True,0.25,13,13,13,8,1
30546,True,0.25,13,13,13,8,1
30547,True,0.25,13,13,13,8,1
30548,True,0.25,13,13,13,8,1
30549,True,0.25,13,13,13,8,1
30550,False,0.25,5,5,5,8,0
30551,True,0.25,13,13,13,8,1
30552,True,0.25,13,13,13,8,1
30553,True,0.25,13,13,13,8,1
30554,False,0.25,5,5,5,8,0
30555,True,0.25,13,13,13,8,1
30556,False,0.25,5,5,5,8,0
30557,False,0.25,5,5,5,8,0
30558,True,0.25,13,13,13,8,1
30559,False,0.25,5,5,5,8,0
30560,True,0.25,13,13,13,8,1
30561,True,0.25,13,13,13,8,1
30562,True,0.25,13,13,13,8,1
30563,True,0.25,13,13,13,8,1
30564,True,0.25,13,13,13,8,1
30565,True,0.25,13,13,13,8,1
30566,True,0.25,13,13,13,8,1
30567,False,0.25,5,5,5,8,0
30568,False,0.25,5,5,5,8,0
30569,True,0.25,13,13,13,8,1
30570,True,0.25,13,13,13,8,1
30571,False,0.25,5,5,5,8,0
30572,True,0.25,13,13,13,8,1
30573,True,0.25,13,13,13,8,1
30574,False,0.25,5,5,5,8,0
30575,True,0.25,13,13,13,8,1
30576,True,0.25,13,13,13,8,1
30577,True,0.25,13,13,13,8,1
30578,True,0.25,13,13,13,8,1
30579,True,0.25,13,13,13,8,1
30580,True,0.25,13,13,13,8,1
30581,True,0.25,13,13,13,8,1
30582,True,0.25,13,13,13,8,1
30583,False,0.25,5,5,5,8,0
30584,True,0.25,13,13,13,8,1
30585,True,0.25,13,13,13,8,1
30586,False,0.25,5,5,5,8,0
30587,True,0.25,13,13,13,8,1
30588,True,0.25,13,13,13,8,1
30589,False,0.25,5,5,5,8,0
30590,True,0.25,13,13,13,8,1
30591,True,0.25,13,13,13,8,1
30592,True,0.25,13,13,13,8,1
30593,True,0.25,13,13,13,8,1
30594,True,0.25,13,13,13,8,1
30595,False,0.25,5,5,5,8,0
30596,False,0.25,5,5,5,8,0
30597,False,0.25,5,5,5,8,0
30598,True,0.25,13,13,13,8,1
30599,False,0.25,5,5,5,8,0
30600,True,0.25,13,13,13,8,1
30601,True,0.25,13,13,13,8,1
30602,True,0.25,13,13,13,8,1
30603,True,0.25,13,13,13,8,1
30604,False,0.25,5,5,5,8,0
30605,True,0.25,13,13,13,8,1
30606,True,0.25,13,13,13,8,1
30607,True,0.25,13,13,13,8,1
30608,False,0.25,5,5,5,8,0
30609,True,0.25,13,13,13,8,1
30610,False,0.25,5,5,5,8,0
30611,True,0.25,13,13,13,8,1
30612,True,0.25,13,13,13,8,1
30613,True,0.25,13,13,13,8,1
30614,True,0.25,13,13,13,8,1
30615,True,0.25,13,13,13,8,1
30616,False,0.25,5,5,5,8,0
30617,True,0.25,13,13,13,8,1
30618,False,0.25,5,5,5,8,0
30619,True,0.25,13,13,13,8,1
30620,True,0.25,13,13,13,8,1
30621,True,0.25,13,13,13,8,1
30622,False,0.25,5,5,5,8,0
30623,True,0.25,13,13,13,8,1
30624,False,0.25,5,5,5,8,0
30625,True,0.25,13,13,13,8,1
30626,False,0.25,5,5,5,8,0
30627,True,0.25,13,13,13,8,1
30628,False,0.25,5,5,5,8,0
30629,True,0.25,13,13,13,8,1
30630,False,0.25,5,5,5,8,0
30631,False,0.25,5,5,5,8,0
30632,True,0.25,13,13,13,8,1
30633,True,0.25,13,13,13,8,1
30634,True,0.25,13,13,13,8,1
30635,True,0.25,13,13,13,8,1
30636,True,0.25,13,13,13,8,1
30637,False,0.25,5,5,5,8,0
30638,True,0.25,13,13,13,8,1
30639,True,0.25,13,13,13,8,1
30640,True,0.25,13,13,13,8,1
30641,True,0.25,13,13,13,8,1
30642,True,0.25,13,13,13,8,1
30643,False,0.25,5,5,5,8,0
30644,True,0.25,13,13,13,8,1
30645,True,0.25,13,13,13,8,1
30646,True,0.25,13,13,13,8,1
30647,True,0.25,13,13,13,8,1
30648,True,0.25,13,13,13,8,1
30649,True,0.25,13,13,13,8,1
30650,False,0.25,5,5,5,8,0
30651,True,0.25,13,13,13,8,1
30652,True,0.25,13,13,13,8,1
30653,True,0.25,13,13,13,8,1
30654,False,0.25,5,5,5,8,0
30655,True,0.25,13,13,13,8,1
30656,True,0.25,13,13,13,8,1
30657,True,0.25,13,13,13,8,1
30658,True,0.25,13,13,13,8,1
30659,False,0.25,5,5,5,8,0
30660,True,0.25,13,13,13,8,1
30661,True,0.25,13,13,13,8,1
30662,True,0.25,13,13,13,8,1
30663,True,0.25,13,13,13,8,1
30664,False,0.25,5,5,5,8,0
30665,False,0.25,5,5,5,8,0
30666,True,0.25,13,13,13,8,1
30667,True,0.25,13,13,13,8,1
30668,False,0.25,5,5,5,8,0
30669,True,0.25,13,13,13,8,1
30670,True,0.25,13,13,13,8,1
30671,True,0.25,13,13,13,8,1
30672,True,0.25,13,13,13,8,1
30673,True,0.25,13,13,13,8,1
30674,False,0.25,5,5,5,8,0
30675,False,0.25,5,5,5,8,0
30676,True,0.25,13,13,13,8,1
30677,True,0.25,13,13,13,8,1
30678,True,0.25,13,13,13,8,1
30679,True,0.25,13,13,13,8,1
30680,False,0.25,5,5,5,8,0
30681,True,0.25,13,13,13,8,1
30682,True,0.25,13,13,13,8,1
30683,False,0.25,5,5,5,8,0
30684,False,0.25,5,5,5,8,0
30685,False,0.25,5,5,5,8,0
30686,True,0.25,13,13,13,8,1
30687,True,0.25,13,13,13,8,1
30688,True,0.25,13,13,13,8,1
30689,False,0.25,5,5,5,8,0
30690,True,0.25,13,13,13,8,1
30691,True,0.25,13,13,13,8,1
30692,False,0.25,5,5,5,8,0
30693,False,0.25,5,5,5,8,0
30694,True,0.25,13,13,13,8,1
30695,True,0.25,13,13,13,8,1
30696,True,0.25,13,13,13,8,1
30697,True,0.25,13,13,13,8,1
30698,False,0.25,5,5,5,8,0
30699,True,0.25,13,13,13,8,1
30700,True,0.25,13,13,13,8,1
30701,True,0.25,13,13,13,8,1
30702,True,0.25,13,13,13,8,1
30703,False,0.25,5,5,5,8,0
30704,True,0.25,13,13,13,8,1
30705,False,0.25,5,5,5,8,0
30706,False,0.25,5,5,5,8,0
30707,True,0.25,13,13,13,8,1
30708,False,0.25,5,5,5,8,0
30709,False,0.25,5,5,5,8,0
30710,True,0.25,13,13,13,8,1
30711,False,0.25,5,5,5,8,0
30712,False,0.25,5,5,5,8,0
30713,True,0.25,13,13,13,8,1
30714,True,0.25,13,13,13,8,1
30715,False,0.25,5,5,5,8,0
30716,True,0.25,13,13,13,8,1
30717,False,0.25,5,5,5,8,0
30718,False,0.25,5,5,5,8,0
30719,True,0.25,13,13,13,8,1
30720,True,0.25,13,13,13,8,1
30721,False,0.25,5,5,5,8,0
30722,True,0.25,13,13,13,8,1
30723,False,0.25,5,5,5,8,0
30724,True,0.25,13,13,13,8,1
30725,True,0.25,13,13,13,8,1
30726,False,0.25,5,5,5,8,0
30727,True,0.25,13,13,13,8,1
30728,True,0.25,13,13,13,8,1
30729,True,0.25,13,13,13,8,1
30730,True,0.25,13,13,13,8,1
30731,True,0.25,13,13,13,8,1
30732,True,0.25,13,13,13,8,1
30733,True,0.25,13,13,13,8,1
30734,True,0.25,13,13,13,8,1
30735,False,0.25,5,5,5,8,0
30736,True,0.25,13,13,13,8,1
30737,True,0.25,13,13,13,8,1
30738,True,0.25,13,13,13,8,1
30739,True,0.25,13,13,13,8,1
30740,False,0.25,5,5,5,8,0
30741,True,0.25,13,13,13,8,1
30742,True,0.25,13,13,13,8,1
30743,False,0.25,5,5,5,8,0
30744,True,0.25,13,13,13,8,1
30745,False,0.25,5,5,5,8,0
30746,False,0.25,5,5,5,8,0
30747,True,0.25,13,13,13,8,1
30748,True,0.25,13,13,13,8,1
30749,True,0.25,13,13,13,8,1
30750,True,0.25,13,13,13,8,1
30751,False,0.25,5,5,5,8,0
30752,True,0.25,13,13,13,8,1
30753,True,0.25,13,13,13,8,1
30754,True,0.25,13,13,13,8,1
30755,False,0.25,5,5,5,8,0
30756,True,0.25,13,13,13,8,1
30757,False,0.25,5,5,5,8,0
30758,False,0.25,5,5,5,8,0
30759,True,0.25,13,13,13,8,1
30760,True,0.25,13,13,13,8,1
30761,True,0.25,13,13,13,8,1
30762,True,0.25,13,13,13,8,1
30763,False,0.25,5,5,5,8,0
30764,True,0.25,13,13,13,8,1
30765,True,0.25,13,13,13,8,1
30766,True,0.25,13,13,13,8,1
30767,True,0.25,13,13,13,8,1
30768,True,0.25,13,13,13,8,1
30769,True,0.25,13,13,13,8,1
30770,True,0.25,13,13,13,8,1
30771,False,0.25,5,5,5,8,0
30772,True,0.25,13,13,13,8,1
30773,True,0.25,13,13,13,8,1
30774,True,0.25,13,13,13,8,1
30775,True,0.25,13,13,13,8,1
30776,True,0.25,13,13,13,8,1
30777,True,0.25,13,13,13,8,1
30778,True,0.25,13,13,13,8,1
30779,True,0.25,13,13,13,8,1
30780,False,0.25,5,5,5,8,0
30781,True,0.25,13,13,13,8,1
30782,False,0.25,5,5,5,8,0
30783,True,0.25,13,13,13,8,1
30784,True,0.25,13,13,13,8,1
30785,True,0.25,13,13,13,8,1
30786,True,0.25,13,13,13,8,1
30787,False,0.25,5,5,5,8,0
30788,True,0.25,13,13,13,8,1
30789,True,0.25,13,13,13,8,1
30790,True,0.25,13,13,13,8,1
30791,True,0.25,13,13,13,8,1
30792,True,0.25,13,13,13,8,1
30793,True,0.25,13,13,13,8,1
30794,False,0.25,5,5,5,8,0
30795,False,0.25,5,5,5,8,0
30796,False,0.25,5,5,5,8,0
30797,False,0.25,5,5,5,8,0
30798,False,0.25,5,5,5,8,0
30799,False,0.25,5,5,5,8,0
30800,True,0.25,13,13,13,8,1
30801,False,0.25,5,5,5,8,0
30802,True,0.25,13,13,13,8,1
30803,True,0.25,13,13,13,8,1
30804,True,0.25,13,13,13,8,1
30805,True,0.25,13,13,13,8,1
30806,True,0.25,13,13,13,8,1
30807,True,0.25,13,13,13,8,1
30808,False,0.25,5,5,5,8,0
30809,True,0.25,13,13,13,8,1
30810,False,0.25,5,5,5,8,0
30811,True,0.25,13,13,13,8,1
30812,True,0.25,13,13,13,8,1
30813,True,0.25,13,13,13,8,1
30814,True,0.25,13,13,13,8,1
30815,True,0.25,13,13,13,8,1
30816,True,0.25,13,13,13,8,1
30817,True,0.25,13,13,13,8,1
30818,True,0.25,13,13,13,8,1
30819,True,0.25,13,13,13,8,1
30820,False,0.25,5,5,5,8,0
30821,True,0.25,13,13,13,8,1
30822,True,0.25,13,13,13,8,1
30823,False,0.25,5,5,5,8,0
30824,True,0.25,13,13,13,8,1
30825,True,0.25,13,13,13,8,1
30826,True,0.25,13,13,13,8,1
30827,False,0.25,5,5,5,8,0
30828,True,0.25,13,13,13,8,1
30829,True,0.25,13,13,13,8,1
30830,True,0.25,13,13,13,8,1
30831,True,0.25,13,13,13,8,1
30832,True,0.25,13,13,13,8,1
30833,True,0.25,13,13,13,8,1
30834,True,0.25,13,13,13,8,1
30835,True,0.25,13,13,13,8,1
30836,True,0.25,13,13,13,8,1
30837,True,0.25,13,13,13,8,1
30838,False,0.25,5,5,5,8,0
30839,True,0.25,13,13,13,8,1
30840,True,0.25,13,13,13,8,1
30841,True,0.25,13,13,13,8,1
30842,False,0.25,5,5,5,8,0
30843,False,0.25,5,5,5,8,0
30844,True,0.25,13,13,13,8,1
30845,False,0.25,5,5,5,8,0
30846,True,0.25,13,13,13,8,1
30847,True,0.25,13,13,13,8,1
30848,True,0.25,13,13,13,8,1
30849,False,0.25,5,5,5,8,0
30850,True,0.25,13,13,13,8,1
30851,True,0.25,13,13,13,8,1
30852,True,0.25,13,13,13,8,1
30853,True,0.25,13,13,13,8,1
30854,True,0.25,13,13,13,8,1
30855,True,0.25,13,13,13,8,1
30856,True,0.25,13,13,13,8,1
30857,True,0.25,13,13,13,8,1
30858,False,0.25,5,5,5,8,0
30859,True,0.25,13,13,13,8,1
30860,False,0.25,5,5,5,8,0
30861,True,0.25,13,13,13,8,1
30862,True,0.25,13,13,13,8,1
30863,True,0.25,13,13,13,8,1
30864,True,0.25,13,13,13,8,1
30865,True,0.25,13,13,13,8,1
30866,True,0.25,13,13,13,8,1
30867,True,0.25,13,13,13,8,1
30868,False,0.25,5,5,5,8,0
30869,True,0.25,13,13,13,8,1
30870,False,0.25,5,5,5,8,0
30871,True,0.25,13,13,13,8,1
30872,False,0.25,5,5,5,8,0
30873,True,0.25,13,13,13,8,1
30874,True,0.25,13,13,13,8,1
30875,True,0.25,13,13,13,8,1
30876,True,0.25,13,13,13,8,1
30877,False,0.25,5,5,5,8,0
30878,True,0.25,13,13,13,8,1
30879,False,0.25,5,5,5,8,0
30880,True,0.25,13,13,13,8,1
30881,False,0.25,5,5,5,8,0
30882,True,0.25,13,13,13,8,1
30883,True,0.25,13,13,13,8,1
30884,True,0.25,13,13,13,8,1
30885,True,0.25,13,13,13,8,1
30886,True,0.25,13,13,13,8,1
30887,True,0.25,13,13,13,8,1
30888,False,0.25,5,5,5,8,0
30889,True,0.25,13,13,13,8,1
30890,True,0.25,13,13,13,8,1
30891,True,0.25,13,13,13,8,1
30892,True,0.25,13,13,13,8,1
30893,True,0.25,13,13,13,8,1
30894,True,0.25,13,13,13,8,1
30895,False,0.25,5,5,5,8,0
30896,True,0.25,13,13,13,8,1
30897,False,0.25,5,5,5,8,0
30898,True,0.25,13,13,13,8,1
30899,True,0.25,13,13,13,8,1
30900,True,0.25,13,13,13,8,1
30901,True,0.25,13,13,13,8,1
30902,True,0.25,13,13,13,8,1
30903,True,0.25,13,13,13,8,1
30904,True,0.25,13,13,13,8,1
30905,False,0.25,5,5,5,8,0
30906,True,0.25,13,13,13,8,1
30907,True,0.25,13,13,13,8,1
30908,True,0.25,13,13,13,8,1
30909,False,0.25,5,5,5,8,0
30910,True,0.25,13,13,13,8,1
30911,True,0.25,13,13,13,8,1
30912,False,0.25,5,5,5,8,0
30913,True,0.25,13,13,13,8,1
30914,False,0.25,5,5,5,8,0
30915,True,0.25,13,13,13,8,1
30916,True,0.25,13,13,13,8,1
30917,True,0.25,13,13,13,8,1
30918,True,0.25,13,13,13,8,1
30919,True,0.25,13,13,13,8,1
30920,True,0.25,13,13,13,8,1
30921,False,0.25,5,5,5,8,0
30922,True,0.25,13,13,13,8,1
30923,True,0.25,13,13,13,8,1
30924,True,0.25,13,13,13,8,1
30925,True,0.25,13,13,13,8,1
30926,True,0.25,13,13,13,8,1
30927,True,0.25,13,13,13,8,1
30928,False,0.25,5,5,5,8,0
30929,True,0.25,13,13,13,8,1
30930,False,0.25,5,5,5,8,0
30931,True,0.25,13,13,13,8,1
30932,True,0.25,13,13,13,8,1
30933,True,0.25,13,13,13,8,1
30934,True,0.25,13,13,13,8,1
30935,True,0.25,13,13,13,8,1
30936,True,0.25,13,13,13,8,1
30937,True,0.25,13,13,13,8,1
30938,True,0.25,13,13,13,8,1
30939,True,0.25,13,13,13,8,1
30940,True,0.25,13,13,13,8,1
30941,True,0.25,13,13,13,8,1
30942,True,0.25,13,13,13,8,1
30943,True,0.25,13,13,13,8,1
30944,False,0.25,5,5,5,8,0
30945,True,0.25,13,13,13,8,1
30946,False,0.25,5,5,5,8,0
30947,True,0.25,13,13,13,8,1
30948,True,0.25,13,13,13,8,1
30949,True,0.25,13,13,13,8,1
30950,True,0.25,13,13,13,8,1
30951,True,0.25,13,13,13,8,1
30952,True,0.25,13,13,13,8,1
30953,True,0.25,13,13,13,8,1
30954,True,0.25,13,13,13,8,1
30955,True,0.25,13,13,13,8,1
30956,True,0.25,13,13,13,8,1
30957,False,0.25,5,5,5,8,0
30958,True,0.25,13,13,13,8,1
30959,True,0.25,13,13,13,8,1
30960,True,0.25,13,13,13,8,1
30961,True,0.25,13,13,13,8,1
30962,True,0.25,13,13,13,8,1
30963,True,0.25,13,13,13,8,1
30964,True,0.25,13,13,13,8,1
30965,True,0.25,13,13,13,8,1
30966,False,0.25,5,5,5,8,0
30967,True,0.25,13,13,13,8,1
30968,True,0.25,13,13,13,8,1
30969,True,0.25,13,13,13,8,1
30970,True,0.25,13,13,13,8,1
30971,True,0.25,13,13,13,8,1
30972,True,0.25,13,13,13,8,1
30973,True,0.25,13,13,13,8,1
30974,True,0.25,13,13,13,8,1
30975,False,0.25,5,5,5,8,0
30976,True,0.25,13,13,13,8,1
30977,False,0.25,5,5,5,8,0
30978,False,0.25,5,5,5,8,0
30979,True,0.25,13,13,13,8,1
30980,False,0.25,5,5,5,8,0
30981,True,0.25,13,13,13,8,1
30982,True,0.25,13,13,13,8,1
30983,True,0.25,13,13,13,8,1
30984,True,0.25,13,13,13,8,1
30985,True,0.25,13,13,13,8,1
30986,True,0.25,13,13,13,8,1
30987,True,0.25,13,13,13,8,1
30988,True,0.25,13,13,13,8,1
30989,False,0.25,5,5,5,8,0
30990,True,0.25,13,13,13,8,1
30991,True,0.25,13,13,13,8,1
30992,True,0.25,13,13,13,8,1
30993,True,0.25,13,13,13,8,1
30994,False,0.25,5,5,5,8,0
30995,False,0.25,5,5,5,8,0
30996,False,0.25,5,5,5,8,0
30997,True,0.25,13,13,13,8,1
30998,True,0.25,13,13,13,8,1
30999,True,0.25,13,13,13,8,1
31000,True,0.18,27,27,27,11,1
31001,False,0.18,16,16,16,11,0
31002,True,0.18,27,27,27,11,1
31003,True,0.18,27,27,27,11,1
31004,True,0.18,27,27,27,11,1
31005,True,0.18,27,27,27,11,1
31006,True,0.18,27,27,27,11,1
31007,True,0.18,27,27,27,11,1
31008,False,0.18,16,16,16,11,0
31009,True,0.18,27,27,27,11,1
31010,True,0.18,27,27,27,11,1
31011,True,0.18,27,27,27,11,1
31012,True,0.18,27,27,27,11,1
31013,True,0.18,27,27,27,11,1
31014,True,0.18,27,27,27,11,1
31015,True,0.18,27,27,27,11,1
31016,True,0.18,27,27,27,11,1
31017,True,0.18,27,27,27,11,1
31018,False,0.18,16,16,16,11,0
31019,True,0.18,27,27,27,11,1
31020,True,0.18,27,27,27,11,1
31021,True,0.18,27,27,27,11,1
31022,True,0.18,27,27,27,11,1
31023,True,0.18,27,27,27,11,1
31024,True,0.18,27,27,27,11,1
31025,False,0.18,16,16,16,11,0
31026,False,0.18,16,16,16,11,0
31027,True,0.18,27,27,27,11,1
31028,True,0.18,27,27,27,11,1
31029,True,0.18,27,27,27,11,1
31030,True,0.18,27,27,27,11,1
31031,True,0.18,27,27,27,11,1
31032,True,0.18,27,27,27,11,1
31033,True,0.18,27,27,27,11,1
31034,False,0.18,16,16,16,11,0
31035,True,0.18,27,27,27,11,1
31036,True,0.18,27,27,27,11,1
31037,False,0.18,16,16,16,11,0
31038,True,0.18,27,27,27,11,1
31039,True,0.18,27,27,27,11,1
31040,True,0.18,27,27,27,11,1
31041,True,0.18,27,27,27,11,1
31042,True,0.18,27,27,27,11,1
31043,True,0.18,27,27,27,11,1
31044,True,0.18,27,27,27,11,1
31045,True,0.18,27,27,27,11,1
31046,True,0.18,27,27,27,11,1
31047,True,0.18,27,27,27,11,1
31048,True,0.18,27,27,27,11,1
31049,False,0.18,16,16,16,11,0
31050,True,0.18,27,27,27,11,1
31051,False,0.18,16,16,16,11,0
31052,True,0.18,27,27,27,11,1
31053,True,0.18,27,27,27,11,1
31054,True,0.18,27,27,27,11,1
31055,True,0.18,27,27,27,11,1
31056,False,0.18,16,16,16,11,0
31057,True,0.18,27,27,27,11,1
31058,True,0.18,27,27,27,11,1
31059,True,0.18,27,27,27,11,1
31060,True,0.18,27,27,27,11,1
31061,True,0.18,27,27,27,11,1
31062,True,0.18,27,27,27,11,1
31063,False,0.18,16,16,16,11,0
31064,True,0.18,27,27,27,11,1
31065,True,0.18,27,27,27,11,1
31066,True,0.18,27,27,27,11,1
31067,False,0.18,16,16,16,11,0
31068,True,0.18,27,27,27,11,1
31069,True,0.18,27,27,27,11,1
31070,True,0.18,27,27,27,11,1
31071,True,0.18,27,27,27,11,1
31072,False,0.18,16,16,16,11,0
31073,True,0.18,27,27,27,11,1
31074,True,0.18,27,27,27,11,1
31075,True,0.18,27,27,27,11,1
31076,True,0.18,27,27,27,11,1
31077,True,0.18,27,27,27,11,1
31078,True,0.18,27,27,27,11,1
31079,True,0.18,27,27,27,11,1
31080,False,0.18,16,16,16,11,0
31081,True,0.18,27,27,27,11,1
31082,True,0.18,27,27,27,11,1
31083,True,0.18,27,27,27,11,1
31084,True,0.18,27,27,27,11,1
31085,False,0.18,16,16,16,11,0
31086,True,0.18,27,27,27,11,1
31087,True,0.18,27,27,27,11,1
31088,True,0.18,27,27,27,11,1
31089,True,0.18,27,27,27,11,1
31090,True,0.18,27,27,27,11,1
31091,True,0.18,27,27,27,11,1
31092,True,0.18,27,27,27,11,1
31093,True,0.18,27,27,27,11,1
31094,False,0.18,16,16,16,11,0
31095,True,0.18,27,27,27,11,1
31096,False,0.18,16,16,16,11,0
31097,True,0.18,27,27,27,11,1
31098,True,0.18,27,27,27,11,1
31099,True,0.18,27,27,27,11,1
31100,False,0.18,16,16,16,11,0
31101,True,0.18,27,27,27,11,1
31102,False,0.18,16,16,16,11,0
31103,True,0.18,27,27,27,11,1
31104,True,0.18,27,27,27,11,1
31105,True,0.18,27,27,27,11,1
31106,True,0.18,27,27,27,11,1
31107,True,0.18,27,27,27,11,1
31108,True,0.18,27,27,27,11,1
31109,True,0.18,27,27,27,11,1
31110,True,0.18,27,27,27,11,1
31111,True,0.18,27,27,27,11,1
31112,True,0.18,27,27,27,11,1
31113,True,0.18,27,27,27,11,1
31114,True,0.18,27,27,27,11,1
31115,True,0.18,27,27,27,11,1
31116,True,0.18,27,27,27,11,1
31117,True,0.18,27,27,27,11,1
31118,True,0.18,27,27,27,11,1
31119,True,0.18,27,27,27,11,1
31120,True,0.18,27,27,27,11,1
31121,True,0.18,27,27,27,11,1
31122,True,0.18,27,27,27,11,1
31123,True,0.18,27,27,27,11,1
31124,True,0.18,27,27,27,11,1
31125,False,0.18,16,16,16,11,0
31126,True,0.18,27,27,27,11,1
31127,True,0.18,27,27,27,11,1
31128,False,0.18,16,16,16,11,0
31129,False,0.18,16,16,16,11,0
31130,True,0.18,27,27,27,11,1
31131,True,0.18,27,27,27,11,1
31132,True,0.18,27,27,27,11,1
31133,True,0.18,27,27,27,11,1
31134,True,0.18,27,27,27,11,1
31135,True,0.18,27,27,27,11,1
31136,True,0.18,27,27,27,11,1
31137,True,0.18,27,27,27,11,1
31138,True,0.18,27,27,27,11,1
31139,True,0.18,27,27,27,11,1
31140,True,0.18,27,27,27,11,1
31141,True,0.18,27,27,27,11,1
31142,True,0.18,27,27,27,11,1
31143,True,0.18,27,27,27,11,1
31144,True,0.18,27,27,27,11,1
31145,True,0.18,27,27,27,11,1
31146,True,0.18,27,27,27,11,1
31147,False,0.18,16,16,16,11,0
31148,True,0.18,27,27,27,11,1
31149,True,0.18,27,27,27,11,1
31150,True,0.18,27,27,27,11,1
31151,True,0.18,27,27,27,11,1
31152,True,0.18,27,27,27,11,1
31153,True,0.18,27,27,27,11,1
31154,True,0.18,27,27,27,11,1
31155,False,0.18,16,16,16,11,0
31156,True,0.18,27,27,27,11,1
31157,True,0.18,27,27,27,11,1
31158,False,0.18,16,16,16,11,0
31159,True,0.18,27,27,27,11,1
31160,True,0.18,27,27,27,11,1
31161,True,0.18,27,27,27,11,1
31162,False,0.18,16,16,16,11,0
31163,True,0.18,27,27,27,11,1
31164,True,0.18,27,27,27,11,1
31165,True,0.18,27,27,27,11,1
31166,True,0.18,27,27,27,11,1
31167,True,0.18,27,27,27,11,1
31168,True,0.18,27,27,27,11,1
31169,False,0.18,16,16,16,11,0
31170,True,0.18,27,27,27,11,1
31171,True,0.18,27,27,27,11,1
31172,True,0.18,27,27,27,11,1
31173,True,0.18,27,27,27,11,1
31174,False,0.18,16,16,16,11,0
31175,True,0.18,27,27,27,11,1
31176,True,0.18,27,27,27,11,1
31177,True,0.18,27,27,27,11,1
31178,True,0.18,27,27,27,11,1
31179,True,0.18,27,27,27,11,1
31180,False,0.18,16,16,16,11,0
31181,True,0.18,27,27,27,11,1
31182,True,0.18,27,27,27,11,1
31183,True,0.18,27,27,27,11,1
31184,True,0.18,27,27,27,11,1
31185,True,0.18,27,27,27,11,1
31186,True,0.18,27,27,27,11,1
31187,True,0.18,27,27,27,11,1
31188,True,0.18,27,27,27,11,1
31189,True,0.18,27,27,27,11,1
31190,True,0.18,27,27,27,11,1
31191,True,0.18,27,27,27,11,1
31192,True,0.18,27,27,27,11,1
31193,True,0.18,27,27,27,11,1
31194,False,0.18,16,16,16,11,0
31195,True,0.18,27,27,27,11,1
31196,False,0.18,16,16,16,11,0
31197,True,0.18,27,27,27,11,1
